Proteome ID	Organism	Organism ID	Protein count	Taxon mnemonic	Taxonomic lineage	proteome-components	Genome assembly ID
UP000219193	Salinimicrobium sediminis (Strain: CGMCC 1.12641)	1343891	3137		Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Salinimicrobium	Unassembled WGS sequence	GCA_900215295.1
UP000178953	Mycobacterium grossiae (Strain: SCH)	1552759	5542		Bacteria, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycobacterium	Unassembled WGS sequence	GCA_001766635.1
UP000193616	Cycloclasticus sp. symbiont of Bathymodiolus heckerae	1284675	2010		Bacteria, Proteobacteria, Gammaproteobacteria, Thiotrichales, Piscirickettsiaceae, Cycloclasticus	Unassembled WGS sequence	GCA_002101235.1
UP000198889	Ancylobacter rudongensis (Strain: CGMCC 1.1761)	177413	4123		Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Xanthobacteraceae, Ancylobacter	Unassembled WGS sequence	GCA_900100155.1
UP000198860	Halobacillus aidingensis (Strain: CGMCC 1.3703)	240303	4226	HALAD	Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Halobacillus	Unassembled WGS sequence	GCA_900104185.1
UP000077326	Erythrobacter sp. HI0063 (Strain: HI0063)	1822240	2915		Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Erythrobacteraceae, Erythrobacter	Unassembled WGS sequence	GCA_001635685.1
UP000218540	Candidatus Gastranaerophilales bacterium HUM_9	1916320	1642		Bacteria, Candidatus Melainabacteria, Candidatus Gastranaerophilales	Unassembled WGS sequence	GCA_002103075.1
UP000198530	Streptomyces sp. cf124 (Strain: CF124)	1761903	8479		Bacteria, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces	Unassembled WGS sequence	GCA_900114955.1
UP000199677	Halomonas arcis (Strain: CGMCC 1.6494)	416873	3843		Bacteria, Proteobacteria, Gammaproteobacteria, Oceanospirillales, Halomonadaceae, Halomonas	Unassembled WGS sequence	GCA_900103865.1
UP000018179	Erysipelotrichaceae bacterium CAG:64 (Strain: MGS:64)	1262981	3917		Bacteria, Firmicutes, Erysipelotrichia, Erysipelotrichales, Erysipelotrichaceae, environmental samples	Unassembled WGS sequence	GCA_000435955.1
UP000069577	Janthinobacterium sp. B9-8 (Strain: B9-8)	1236179	4080		Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Oxalobacteraceae, Janthinobacterium	Chromosome	GCA_000969645.2
UP000199596	Chitinophaga sp. CF118 (Strain: CF118)	1884367	6482		Bacteria, Bacteroidetes, Chitinophagia, Chitinophagales, Chitinophagaceae, Chitinophaga	Unassembled WGS sequence	GCA_900112615.1
UP000199590	Lachnospiraceae bacterium KHCPX20 (Strain: KHCPX20)	1855375	2926		Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae	Unassembled WGS sequence	GCA_900106615.1
UP000184139	Desulfofustis glycolicus DSM 9705 (Strain: DSM 9705)	1121409	4455		Bacteria, Proteobacteria, Deltaproteobacteria, Desulfobacterales, Desulfobulbaceae, Desulfofustis	Unassembled WGS sequence	GCA_900130015.1
UP000067461	Comamonadaceae bacterium A1 (Strain: A1)	1458425	2363		Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae	Chromosome	GCA_000828895.1
UP000066995	Mannheimia varigena USDA-ARS-USMARC-1296 (Strain: USDA-ARS-USMARC-1296)	1433287	2108		Bacteria, Proteobacteria, Gammaproteobacteria, Pasteurellales, Pasteurellaceae, Mannheimia	Chromosome	GCA_000521655.1
UP000233534	Hungateiclostridium saccincola (Strain: SR1)	1677857	3020		Bacteria, Firmicutes, Clostridia, Clostridiales, Hungateiclostridiaceae, Hungateiclostridium	Chromosome	GCA_002844395.1
UP000063759	Sediminicola sp. YIK13 (Strain: YIK13)	1453352	2966		Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Sediminicola	Chromosome	GCA_001430825.1
UP000184066	Oceanicella actignis (Strain: CGMCC 1.10808)	1189325	3013		Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Oceanicella	Unassembled WGS sequence	GCA_900143155.1
UP000240418	Shimia abyssi (Strain: DSM 100673)	1662395	4539		Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae	Unassembled WGS sequence	GCA_003014475.1
UP000064734	Carnobacterium sp. CP1 (Strain: CP1)	1564681	2388		Bacteria, Firmicutes, Bacilli, Lactobacillales, Carnobacteriaceae, Carnobacterium	Plasmid pCP1; Chromosome	GCA_001483965.1
UP000187156	Polynucleobacter sphagniphilus (Strain: MWH-Weng1-1)	1743169	2012		Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Polynucleobacter	Unassembled WGS sequence	GCA_001953355.1
UP000052165	Rhizobium sp. Leaf311 (Strain: Leaf311)	1736332	4383		Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Rhizobium/Agrobacterium group, Rhizobium	Unassembled WGS sequence	GCA_001423445.1
UP000002892	Desulfosporosinus acidiphilus (strain DSM 22704 / JCM 16185 / SJ4) (Strain: DSM 22704 / JCM 16185 / SJ4)	646529	4469	DESAJ	Bacteria, Firmicutes, Clostridia, Clostridiales, Peptococcaceae, Desulfosporosinus	Plasmid pDESACI.01; Plasmid pDESACI.02; Chromosome	GCA_000255115.3
UP000221011	Streptomyces formicae (Strain: KY5)	1616117	8132		Bacteria, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces	Chromosome	GCA_002556545.1
UP000001473	Corynebacterium kroppenstedtii (strain DSM 44385 / JCM 11950 / CIP 105744 / CCUG 35717) (Strain: DSM 44385 / JCM 11950 / CIP 105744 / CCUG 35717)	645127	2018	CORK4	Bacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium	Chromosome	GCA_000023145.1
UP000017959	Clostridium sp. CAG:678 (Strain: MGS:678)	1262831	2250		Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium, environmental samples	Unassembled WGS sequence	GCA_000431535.1
UP000199496	Ectothiorhodospira magna (Strain: B7-7)	867345	2463		Bacteria, Proteobacteria, Gammaproteobacteria, Chromatiales, Ectothiorhodospiraceae, Ectothiorhodospira	Unassembled WGS sequence	GCA_900110965.1
UP000034786	Streptomyces variegatus (Strain: NRRL B-16380)	284040	7371		Bacteria, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces	Unassembled WGS sequence	GCA_000955965.1
UP000195470	Polaribacter sp. SA4-12 (Strain: SA4-12)	1312072	3334		Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Polaribacter	Chromosome	GCA_002163675.1
UP000245683	Micromonospora sp. S2904 (Strain: S2904)	1450149	6216		Bacteria, Actinobacteria, Micromonosporales, Micromonosporaceae, Micromonospora	Unassembled WGS sequence	GCA_003176735.1
UP000050893	Novosphingobium sp. Leaf2 (Strain: Leaf2)	1735670	3387		Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Novosphingobium	Unassembled WGS sequence	GCA_001421325.1
UP000002247	Segniliparus rotundus (strain ATCC BAA-972 / CDC 1076 / CIP 108378 / DSM 44985 / JCM 13578) (Strain: ATCC BAA-972 / CDC 1076 / CIP 108378 / DSM 44985 / JCM 13578)	640132	3001	SEGRD	Bacteria, Actinobacteria, Corynebacteriales, Segniliparaceae, Segniliparus	Chromosome	GCA_000092825.1
UP000004754	Pseudoramibacter alactolyticus ATCC 23263 (Strain: ATCC 23263)	887929	2514		Bacteria, Firmicutes, Clostridia, Clostridiales, Eubacteriaceae, Pseudoramibacter	Unassembled WGS sequence	GCA_000185505.1
UP000061018	Streptomyces ambofaciens ATCC 23877 (Strain: ATCC 23877)	278992	7568		Bacteria, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces	Chromosome; Plasmid pSAM1	GCA_001267885.1
UP000011666	Gordonia soli NBRC 108243 (Strain: NBRC 108243)	1223545	4907		Bacteria, Actinobacteria, Corynebacteriales, Gordoniaceae, Gordonia	Unassembled WGS sequence	GCA_000334455.1
UP000230442	Anaerolineae bacterium CG_4_9_14_3_um_filter_57_17	1973904	2755		Bacteria, Chloroflexi, Anaerolineae, unclassified Anaerolineae	Unassembled WGS sequence	GCA_002789715.1
UP000237543	Enterobacterales bacterium CwR94 (Strain: CwR94)	2025587	4133		Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, unclassified Enterobacterales	Unassembled WGS sequence	GCA_002837195.1
UP000182206	Streptomyces sp. WMMB 714 (Strain: WMMB 714)	1286822	5562		Bacteria, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces	Unassembled WGS sequence	GCA_900090125.1
UP000006048	Turneriella parva (strain ATCC BAA-1111 / DSM 21527 / NCTC 11395 / H) (Leptospira parva) (Strain: ATCC BAA-1111 / DSM 21527 / NCTC 11395 / H)	869212	4092	TURPD	Bacteria, Spirochaetes, Leptospirales, Leptospiraceae, Turneriella	Chromosome; Plasmid pTURPA.01	GCA_000266885.1
UP000054239	Rheinheimera sp. EpRS3 (Strain: RS3)	1712383	3867		Bacteria, Proteobacteria, Gammaproteobacteria, Chromatiales, Chromatiaceae, Rheinheimera	Unassembled WGS sequence	GCA_001513785.1
UP000008952	Bartonella tamiae Th239 (Strain: Th239)	1094558	1978		Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bartonellaceae, Bartonella	Unassembled WGS sequence	GCA_000278275.1
UP000018109	Dorea formicigenerans CAG:28 (Strain: MGS:28)	1263073	2461		Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Dorea, environmental samples	Unassembled WGS sequence	GCA_000432635.1
UP000017957	Coprococcus comes CAG:19 (Strain: MGS:19)	1263070	2198		Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Coprococcus, environmental samples	Unassembled WGS sequence	GCA_000436715.1
UP000005395	Sphingomonas sp. (strain SKA58) (Strain: SKA58)	314266	3892	SPHSS	Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas	Unassembled WGS sequence	GCA_000153545.1
UP000240505	Massilia armeniaca (Strain: ZMN-3)	2072590	5145		Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Oxalobacteraceae, Massilia	Chromosome	GCA_003028855.1
UP000237839	Solimicrobium silvestre (Strain: S20-91)	2099400	4741		Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Oxalobacteraceae, Solimicrobium	Unassembled WGS sequence	GCA_002976435.1
UP000238762	Merismopedia glauca CCAP 1448/3 (Strain: CCAP 1448/3)	1296344	4638		Bacteria, Cyanobacteria, Synechococcales, Merismopediaceae, Merismopedia	Unassembled WGS sequence	GCA_003003775.1
UP000025063	Clostridium tetanomorphum DSM 665 (Strain: DSM 665)	1230342	4354		Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium	Unassembled WGS sequence	GCA_000647895.1
UP000024938	Hyphomonas sp. L-53-1-40 (Strain: L-53-1-40)	1207058	3252		Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Hyphomonadaceae, Hyphomonas	Unassembled WGS sequence	GCA_000682775.1
UP000234994	Salinivirgaceae bacterium	2053305	3619		Bacteria, Bacteroidetes, Bacteroidia, Marinilabiliales, Salinivirgaceae, unclassified Salinivirgaceae	Unassembled WGS sequence	GCA_002869335.1
UP000002297	Croceibacter atlanticus (strain ATCC BAA-628 / HTCC2559 / KCTC 12090) (Strain: ATCC BAA-628 / HTCC2559 / KCTC 12090)	216432	2702	CROAH	Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Croceibacter	Chromosome	GCA_000196315.1
UP000235589	Monoglobus pectinilyticus (Strain: 14)	1981510	2258		Bacteria, Firmicutes, Clostridia, Clostridiales, Monoglobus	Chromosome	GCA_002874775.1
UP000028527	Bacillus sp. SJS (Strain: SJS)	1423321	4050		Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus	Unassembled WGS sequence	GCA_000732485.2
UP000035021	Gordonia paraffinivorans NBRC 108238 (Strain: NBRC 108238)	1223543	4191		Bacteria, Actinobacteria, Corynebacteriales, Gordoniaceae, Gordonia	Unassembled WGS sequence	GCA_000344155.1
UP000222866	Solibacillus sp. R5-41 (Strain: R5-41)	2048654	3944		Bacteria, Firmicutes, Bacilli, Bacillales, Planococcaceae, Solibacillus	Chromosome	GCA_002736105.1
UP000249791	Mesonia sp. K7 (Strain: K7)	2218606	2375		Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Mesonia	Unassembled WGS sequence	GCA_003233725.1
UP000232070	Streptomyces sp. CB01373 (Strain: CB01373)	2020325	6507		Bacteria, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces	Unassembled WGS sequence	GCA_002803075.1
UP000057158	Desulfuromonas soudanensis (Strain: WTL)	1603606	3469		Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Desulfuromonadaceae, Desulfuromonas	Chromosome	GCA_001278055.1
UP000014408	Corynebacterium pyruviciproducens ATCC BAA-1742 (Strain: ATCC BAA-1742)	1125779	2443		Bacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium	Unassembled WGS sequence	GCA_000411375.1
UP000078507	Sinorhizobium saheli (Strain: LMG 7837)	36856	5290	SINSA	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Sinorhizobium/Ensifer group, Sinorhizobium	Unassembled WGS sequence	GCA_001651875.1
UP000059847	Psychrobacter urativorans (Strain: R10.10B)	45610	2346		Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Psychrobacter	Plasmid 1; Plasmid 2; Plasmid 3; Plasmid 4; Chromosome; Plasmid 5	GCA_001298525.1
UP000196005	Sulfurospirillum sp. SL2-1 (Strain: SL2-1)	1986224	2943		Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Sulfurospirillum	Chromosome	GCA_002162315.1
UP000196302	Nostocales cyanobacterium HT-58-2 (Strain: HT-58-2)	1940762	6085		Bacteria, Cyanobacteria, Nostocales	Plasmid pht582-2; Chromosome; Plasmid pht582-1	GCA_002163975.1
UP000095383	Pseudomonas sp. J237 (Strain: J237)	1904754	4832		Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas	Unassembled WGS sequence	GCA_001749735.1
UP000068250	Acetobacter ghanensis (Strain: LMG 23848T)	431306	2673		Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Acetobacteraceae, Acetobacter	Plasmid 2P; Chromosome I; Plasmid 1P	GCA_001499675.1
UP000198913	Mesorhizobium sp. YR577 (Strain: YR577)	1884373	6444		Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Phyllobacteriaceae, Mesorhizobium	Unassembled WGS sequence	GCA_900116595.1
UP000214740	Prevotellaceae bacterium KH2P17 (Strain: KH2P17)	1945886	2620		Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Prevotellaceae	Unassembled WGS sequence	GCA_900199655.1
UP000001285	Lactobacillus sanfranciscensis (strain TMW 1.1304) (Strain: TMW 1.1304)	714313	1263	LACSM	Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus	Plasmid pLS1; Plasmid pLS2; Chromosome	GCA_000225325.1
UP000032215	Bradyrhizobium elkanii (Strain: UASWS1015)	29448	6820	BRAEL	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium	Unassembled WGS sequence	GCA_000878305.1
UP000230842	Mumia flava (Strain: DSM 27763)	1348852	4037		Bacteria, Actinobacteria, Propionibacteriales, Nocardioidaceae, Mumia	Unassembled WGS sequence	GCA_002797495.1
UP000029858	Paracoccus sanguinis (Strain: 5503)	1545044	2948		Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Paracoccus	Unassembled WGS sequence	GCA_000763845.1
UP000025171	Hyphomonas johnsonii MHS-2 (Strain: MHS-2)	1280950	3447		Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Hyphomonadaceae, Hyphomonas	Unassembled WGS sequence	GCA_000685275.1
UP000216361	Elstera cyanobacteriorum (Strain: TH019)	2022747	3712		Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae, Elstera	Unassembled WGS sequence	GCA_002251735.1
UP000240904	Photobacterium lipolyticum (Strain: DSM 16190)	266810	4228		Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Photobacterium	Unassembled WGS sequence	GCA_003026475.1
UP000235308	Actinotignum urinale (Strain: UMB0759)	190146	1431		Bacteria, Actinobacteria, Actinomycetales, Actinomycetaceae, Actinotignum	Unassembled WGS sequence	GCA_002872015.1
UP000236572	bacterium BMS3Bbin14	2005737	2301		Bacteria	Unassembled WGS sequence	GCA_002897615.1
UP000190514	Arthrobacter sp. SRS-W-1-2016 (Strain: SRS-W-1-2016)	1930254	4129		Bacteria, Actinobacteria, Micrococcales, Micrococcaceae, Arthrobacter	Unassembled WGS sequence	GCA_002009585.1
UP000035068	Geoalkalibacter ferrihydriticus DSM 17813 (Strain: DSM 17813)	1121915	2928		Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae, Geoalkalibacter	Unassembled WGS sequence	GCA_000820505.1
UP000190868	Campylobacter pinnipediorum subsp. caledonicus (Strain: RM18021)	1874362	1649		Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Campylobacter	Chromosome	GCA_002022005.1
UP000051639	Lactobacillus ingluviei (Strain: DSM 14792)	148604	1922		Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus	Unassembled WGS sequence	GCA_001437235.1
UP000187261	Chryseobacterium bovis DSM 19482 (Strain: DSM 19482)	1121284	3210		Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Chryseobacterium	Unassembled WGS sequence	GCA_900108115.1
UP000051296	Weissella halotolerans DSM 20190 (Strain: DSM 20190)	1123500	1304		Bacteria, Firmicutes, Bacilli, Lactobacillales, Leuconostocaceae, Weissella	Unassembled WGS sequence	GCA_001436865.1
UP000037951	Shimia sp. SK013 (Strain: SK013)	1389006	3979		Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae	Unassembled WGS sequence	GCA_001292625.1
UP000183220	Rhizobium sp. 58 (Strain: 58)	1798804	4795		Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Rhizobium/Agrobacterium group, Rhizobium	Unassembled WGS sequence	GCA_001885575.1
UP000007587	Corallococcus coralloides (strain ATCC 25202 / DSM 2259 / NBRC 100086 / M2) (Myxococcus coralloides) (Strain: ATCC 25202 / DSM 2259 / NBRC 100086 / M2)	1144275	8019	CORCM	Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Cystobacterineae, Myxococcaceae, Corallococcus	Chromosome	GCA_000255295.1
UP000029004	Bifidobacterium stellenboschense (Strain: DSM 23968)	762211	2202		Bacteria, Actinobacteria, Bifidobacteriales, Bifidobacteriaceae, Bifidobacterium	Unassembled WGS sequence	GCA_000741785.1
UP000183997	Desulfotomaculum aeronauticum DSM 10349 (Strain: DSM 10349)	1121421	3827		Bacteria, Firmicutes, Clostridia, Clostridiales, Peptococcaceae, Desulfotomaculum	Unassembled WGS sequence	GCA_900142375.1
UP000000231	Polynucleobacter asymbioticus (strain DSM 18221 / CIP 109841 / QLW-P1DMWA-1) (Polynucleobacter necessarius subsp. asymbioticus) (Strain: DSM 18221 / CIP 109841 / QLW-P1DMWA-1)	312153	2074	POLAQ	Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Polynucleobacter	Chromosome	GCA_000016345.1
UP000192330	Pseudooceanicola flagellatus (Strain: CGMCC 1.12644)	1387277	4189		Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Pseudooceanicola	Unassembled WGS sequence	GCA_900176485.1
UP000002675	Vibrio vulnificus (strain YJ016) (Strain: YJ016)	196600	4990	VIBVY	Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Vibrio	Chromosome I; Chromosome II; Plasmid pYJ016	GCA_000009745.1
UP000029494	Lactobacillus sp. wkB8 (Strain: wkB8)	1545702	1772		Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus	Plasmid wkB8_Plasmid; Chromosome	GCA_000761135.1
UP000076954	Campylobacter hyointestinalis subsp. hyointestinalis LMG 9260 (Strain: LMG 9260)	1031746	1672		Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Campylobacter	Chromosome	GCA_001643955.1
UP000006599	Lachnoanaerobaculum sp. ICM7 (Strain: ICM7)	936594	2588		Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Lachnoanaerobaculum	Unassembled WGS sequence	GCA_000287675.1
UP000215405	Notoacmeibacter marinus (Strain: XMTR2A4)	1876515	3077		Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Notoacmeibacteraceae, Notoacmeibacter	Unassembled WGS sequence	GCA_002238045.1
UP000051197	Chryseobacterium sp. Leaf405 (Strain: Leaf405)	1736367	3994		Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Chryseobacterium	Unassembled WGS sequence	GCA_001425355.1
UP000216451	Bifidobacterium aquikefiri (Strain: LMG 28769)	1653207	1995		Bacteria, Actinobacteria, Bifidobacteriales, Bifidobacteriaceae, Bifidobacterium	Unassembled WGS sequence	GCA_002259795.1
UP000006138	Amycolatopsis mediterranei (strain S699) (Nocardia mediterranei) (Strain: S699)	713604	9551	AMYMS	Bacteria, Actinobacteria, Pseudonocardiales, Pseudonocardiaceae, Amycolatopsis	Chromosome	GCA_000220945.1
UP000232408	SAR202 cluster bacterium Io17-Chloro-G2	1926611	1409		Bacteria, Chloroflexi, SAR202 cluster	Unassembled WGS sequence	GCA_002816875.1
UP000186216	Paracoccus saliphilus (Strain: DSM 18447)	405559	4382		Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Paracoccus	Unassembled WGS sequence	GCA_900156835.1
UP000018345	Firmicutes bacterium CAG:212 (Strain: MGS:212)	1263009	2078		Bacteria, Firmicutes, environmental samples	Unassembled WGS sequence	GCA_000434075.1
UP000247973	Dysgonomonas alginatilytica (Strain: DSM 100214)	1605892	4322		Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Dysgonamonadaceae, Dysgonomonas	Unassembled WGS sequence	GCA_003201355.1
UP000070672	Rufibacter sp. DG15C (Strain: DG15C)	1379909	3169		Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Hymenobacteraceae, Rufibacter	Chromosome	GCA_001577755.1
UP000028870	Mycolicibacterium cosmeticum (Strain: DSM 44829)	258533	6271		Bacteria, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycolicibacterium	Unassembled WGS sequence	GCA_000613185.1
UP000051583	Stenotrophomonas sp. Leaf70 (Strain: Leaf70)	1736233	3416		Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Stenotrophomonas	Unassembled WGS sequence	GCA_001422025.1
UP000070134	Sinomonas atrocyanea (Strain: KCTC 3377)	37927	4104		Bacteria, Actinobacteria, Micrococcales, Micrococcaceae, Sinomonas	Chromosome; Plasmid pSA01	GCA_001577305.1
UP000218225	Marinobacter sp. LV10R510-11A (Strain: LV10R510-11A)	1415568	3929		Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Alteromonadaceae, Marinobacter	Chromosome i	GCA_900215155.1
UP000005853	delta proteobacterium MLMS-1 (Strain: MLMS-1)	262489	4800		Bacteria, Proteobacteria, Deltaproteobacteria	Unassembled WGS sequence	GCA_000168275.1
UP000059510	Limnohabitans sp. 63ED37-2 (Strain: 63ED37-2)	1678128	3169		Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Limnohabitans	Chromosome	GCA_001412535.1
UP000032420	Candidatus Evansia muelleri	1495769	330		Bacteria, Proteobacteria, Gammaproteobacteria, Oceanospirillales, Halomonadaceae, Zymobacter group, Candidatus Evansia	Chromosome	GCA_000953435.1
UP000178705	candidate division KSB1 bacterium RBG_16_48_16	1798559	2634		Bacteria, candidate division KSB1	Unassembled WGS sequence	GCA_001771235.1
UP000192577	Candidatus Omnitrophica bacterium 4484_213	1968528	928		Bacteria, Candidatus Omnitrophica	Unassembled WGS sequence	GCA_002085025.1
UP000231586	Luteimicrobium subarcticum (Strain: DSM 22413)	620910	3150		Bacteria, Actinobacteria, Micrococcales, Luteimicrobium	Unassembled WGS sequence	GCA_002798015.1
UP000176923	Candidatus Gottesmanbacteria bacterium RIFCSPHIGHO2_02_FULL_39_11	1798382	1505		Bacteria, Candidatus Gottesmanbacteria	Unassembled WGS sequence	GCA_001779195.1
UP000203589	Antarctobacter heliothermus (Strain: SMS3)	74033	4962		Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Antarctobacter	Plasmid psms3-3; Plasmid psms3-2; Chromosome; Plasmid psms3-1	GCA_002237555.1
UP000195755	Streptomyces albireticuli (Strain: MDJK11)	1940	6966		Bacteria, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces	Chromosome	GCA_002192455.1
UP000199423	Hyphomicrobium facile (Strain: DSM 1565)	51670	4102		Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Hyphomicrobium	Unassembled WGS sequence	GCA_900116175.1
UP000196207	Drancourtella sp. An57 (Strain: An57)	1965647	3069		Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Drancourtella	Unassembled WGS sequence	GCA_002161525.1
UP000018279	Firmicutes bacterium CAG:170 (Strain: MGS:170)	1263006	2216		Bacteria, Firmicutes, environmental samples	Unassembled WGS sequence	GCA_000436735.1
UP000198796	Poseidonocella pacifica (Strain: DSM 29316)	871651	3383		Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Poseidonocella	Unassembled WGS sequence	GCA_900111875.1
UP000006873	Eubacterium limosum (strain KIST612) (Strain: KIST612)	903814	4506	EUBLK	Bacteria, Firmicutes, Clostridia, Clostridiales, Eubacteriaceae, Eubacterium	Chromosome	GCA_000152245.2
UP000002759	Brenneria sp. EniD312 (Strain: EniD312)	598467	4386		Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Pectobacteriaceae, Brenneria	Chromosome	GCA_000225565.1
UP000178132	Microgenomates group bacterium RIFCSPLOWO2_01_FULL_47_10	1817751	617		Bacteria	Unassembled WGS sequence	GCA_001803505.1
UP000177953	Candidatus Magasanikbacteria bacterium RIFCSPHIGHO2_01_FULL_47_8	1798673	602		Bacteria, Candidatus Magasanikbacteria	Unassembled WGS sequence	GCA_001784195.1
UP000198266	Candidatus Melainabacteria bacterium GWA2_34_9	1801604	1714		Bacteria, Candidatus Melainabacteria, unclassified Candidatus Melainabacteria	Unassembled WGS sequence	GCA_001784535.1
