Proteome ID	Organism	Organism ID	Protein count	Taxon mnemonic	Taxonomic lineage	proteome-components	Genome assembly ID
UP000236740	Halobellus limi (Strain: CGMCC 1.10331)	699433	3637		Archaea, Euryarchaeota, Stenosarchaea group, Halobacteria, Haloferacales, Haloferacaceae, Halobellus	Unassembled WGS sequence	GCA_900108165.1
UP000037210	miscellaneous Crenarchaeota group-15 archaeon DG-45	1685127	1314		Archaea, Candidatus Bathyarchaeota, MCG-15	Unassembled WGS sequence	GCA_001273415.1
UP000248969	Methanosphaera sp. rholeuAM130	1945578	1852		Archaea, Euryarchaeota, Methanomada group, Methanobacteria, Methanobacteriales, Methanobacteriaceae, Methanosphaera	Unassembled WGS sequence	GCA_003266065.1
UP000240061	ANME-2 cluster archaeon HR1	1968520	2172		Archaea, Euryarchaeota, Stenosarchaea group, Methanomicrobia, Methanosarcinales, ANME-2 cluster	Unassembled WGS sequence	GCA_002926195.1
UP000187924	Halorientalis sp. IM1011 (Strain: IM1011)	1932360	3726		Archaea, Euryarchaeota, Stenosarchaea group, Halobacteria, Halobacteriales, Haloarculaceae, Halorientalis	Chromosome; Plasmid phos300; Plasmid phos100	GCA_001989615.1
UP000070311	candidate divison MSBL1 archaeon SCGC-AAA382A13	1698279	450		Archaea, Euryarchaeota, candidate division MSBL1	Unassembled WGS sequence	GCA_001549435.1
UP000053694	halophilic archaeon J07HX5	1325472	2128		Archaea, Euryarchaeota, Stenosarchaea group, Halobacteria, Halobacteriales	Unassembled WGS sequence	GCA_000415945.1
UP000009079	Thermococcus sibiricus (strain MM 739 / DSM 12597) (Strain: MM 739 / DSM 12597)	604354	2035	THESM	Archaea, Euryarchaeota, Thermococci, Thermococcales, Thermococcaceae, Thermococcus	Chromosome	GCA_000022545.1
UP000010843	Natrinema pellirubrum (strain DSM 15624 / CIP 106293 / JCM 10476 / NCIMB 786 / 157) (Strain: DSM 15624 / JCM 10476 / NCIMB 786)	797303	4138	NATP1	Archaea, Euryarchaeota, Stenosarchaea group, Halobacteria, Natrialbales, Natrialbaceae, Natrinema	Chromosome; Plasmid pNATPE01; Plasmid pNATPE02	GCA_000230735.3
UP000001974	Sulfolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2) (Strain: ATCC 35092 / DSM 1617 / JCM 11322 / P2)	273057	2938	SULSO	Archaea, Crenarchaeota, Thermoprotei, Sulfolobales, Sulfolobaceae, Saccharolobus	Chromosome	GCA_000007005.1
UP000199062	Halomicrobium zhouii (Strain: CGMCC 1.10457)	767519	4091		Archaea, Euryarchaeota, Stenosarchaea group, Halobacteria, Halobacteriales, Haloarculaceae, Halomicrobium	Unassembled WGS sequence	GCA_900114435.1
UP000216823	Desulfurococcales archaeon ex4484_42	2012520	2046		Archaea, Crenarchaeota, Thermoprotei, Desulfurococcales	Unassembled WGS sequence	GCA_002254465.1
UP000182362	Candidatus Aenigmarchaeota archaeon CG1_02_38_14	1803500	1011		Archaea, Candidatus Aenigmarchaeota	Unassembled WGS sequence	GCA_001873985.1
UP000000346	Acidilobus saccharovorans (strain DSM 16705 / JCM 18335 / VKM B-2471 / 345-15) (Strain: DSM 16705 / JCM 18335 / VKM B-2471 / 345-15)	666510	1499	ACIS3	Archaea, Crenarchaeota, Thermoprotei, Acidilobales, Acidilobaceae, Acidilobus	Chromosome	GCA_000144915.1
UP000018432	Thermoplasmatales archaeon SCGC AB-540-F20	1242866	1255		Archaea, Euryarchaeota, Diaforarchaea group, Thermoplasmata, Thermoplasmatales	Unassembled WGS sequence	GCA_000349685.1
UP000014072	Salinarchaeum sp. Harcht-Bsk1 (Strain: Harcht-Bsk1)	1333523	3013		Archaea, Euryarchaeota, Stenosarchaea group, Halobacteria, Natrialbales, Natrialbaceae, Salinarchaeum	Chromosome	GCA_000403645.1
UP000240490	Candidatus Marsarchaeota G2 archaeon ECH_B_SAG-M15	1978162	1187		Archaea, Candidatus Marsarchaeota, Candidatus Marsarchaeota group 2	Unassembled WGS sequence	GCA_003019345.1
UP000251165	Candidatus Methanoperedenaceae archaeon	2072416	2911		Archaea, Euryarchaeota, Stenosarchaea group, Methanomicrobia, Methanosarcinales, Candidatus Methanoperedenaceae	Unassembled WGS sequence	GCA_003104905.1
UP000017867	Methanobacterium sp. MB1 (Strain: MB1)	1379702	2013		Archaea, Euryarchaeota, Methanomada group, Methanobacteria, Methanobacteriales, Methanobacteriaceae, Methanobacterium	Chromosome	GCA_000499765.1
UP000236489	Thermoplasmata archaeon M11B2D	1933281	1772		Archaea, Euryarchaeota, Diaforarchaea group, Thermoplasmata, unclassified Thermoplasmata	Unassembled WGS sequence	GCA_002900545.1
UP000002376	Thermosphaera aggregans (strain DSM 11486 / M11TL) (Strain: DSM 11486 / M11TL)	633148	1387	THEAM	Archaea, Crenarchaeota, Thermoprotei, Desulfurococcales, Desulfurococcaceae, Thermosphaera	Chromosome	GCA_000092185.1
UP000216669	Candidatus Bathyarchaeota archaeon ex4484_135	2012509	1083		Archaea, Candidatus Bathyarchaeota	Unassembled WGS sequence	GCA_002255025.1
UP000006565	Methanolacinia petrolearia (strain DSM 11571 / OCM 486 / SEBR 4847) (Methanoplanus petrolearius) (Strain: DSM 11571 / OCM 486 / SEBR 4847)	679926	2779	METP4	Archaea, Euryarchaeota, Stenosarchaea group, Methanomicrobia, Methanomicrobiales, Methanomicrobiaceae, Methanolacinia	Chromosome	GCA_000147875.1
UP000050284	Candidatus Bathyarchaeota archaeon BA2	1700836	1761		Archaea, Candidatus Bathyarchaeota	Unassembled WGS sequence	GCA_001399795.1
UP000095125	Candidatus Altiarchaeales archaeon WOR_SM1_79	1849365	2705		Archaea, Euryarchaeota, Candidatus Altiarchaeales	Unassembled WGS sequence	GCA_001723835.1
UP000006100	Candidatus Nitrosopumilus sediminis (Strain: AR2)	1229909	1974		Archaea, Thaumarchaeota, Nitrosopumilales, Nitrosopumilaceae, Nitrosopumilus	Chromosome	GCA_000299395.1
UP000249370	Methanosphaera sp. BMS (Strain: BMS)	1789762	2101		Archaea, Euryarchaeota, Methanomada group, Methanobacteria, Methanobacteriales, Methanobacteriaceae, Methanosphaera	Chromosome	GCA_003268005.1
UP000001037	Pyrolobus fumarii (strain DSM 11204 / 1A) (Strain: DSM 11204 / 1A)	694429	1967	PYRF1	Archaea, Crenarchaeota, Thermoprotei, Desulfurococcales, Pyrodictiaceae, Pyrolobus	Chromosome	GCA_000223395.1
UP000070549	candidate divison MSBL1 archaeon SCGC-AAA382A03	1698278	427		Archaea, Euryarchaeota, candidate division MSBL1	Unassembled WGS sequence	GCA_001549255.1
UP000216777	Candidatus Aenigmarchaeota archaeon ex4484_56	2012505	657		Archaea, Candidatus Aenigmarchaeota	Unassembled WGS sequence	GCA_002254685.1
UP000001941	Methanospirillum hungatei JF-1 (strain ATCC 27890 / DSM 864 / NBRC 100397 / JF-1) (Strain: ATCC 27890 / DSM 864 / NBRC 100397 / JF-1)	323259	3087	METHJ	Archaea, Euryarchaeota, Stenosarchaea group, Methanomicrobia, Methanomicrobiales, Methanospirillaceae, Methanospirillum	Chromosome	GCA_000013445.1
UP000229221	Candidatus Woesearchaeota archaeon	2026803	713		Archaea, Candidatus Woesearchaeota	Unassembled WGS sequence	GCA_002725495.1
UP000216972	Euryarchaeota archaeon ex4484_162	1978125	640		Archaea, Euryarchaeota	Unassembled WGS sequence	GCA_002255125.1
UP000198932	Halorubrum sodomense (Strain: RD 26)	35743	2994	HALSD	Archaea, Euryarchaeota, Stenosarchaea group, Halobacteria, Haloferacales, Halorubraceae, Halorubrum	Unassembled WGS sequence	GCA_900111935.1
UP000027153	Candidatus Methanoperedens nitroreducens (Strain: ANME-2d)	1392998	3430		Archaea, Euryarchaeota, Stenosarchaea group, Methanomicrobia, Methanosarcinales, Candidatus Methanoperedenaceae, Candidatus Methanoperedens	Unassembled WGS sequence	GCA_000685155.1
UP000186209	Candidatus Heimdallarchaeota archaeon LC_2	1841597	4485		Archaea, Asgard group, Candidatus Heimdallarchaeota	Unassembled WGS sequence	GCA_001940725.1
UP000005741	Methanoplanus limicola DSM 2279 (Strain: DSM 2279)	937775	2928		Archaea, Euryarchaeota, Stenosarchaea group, Methanomicrobia, Methanomicrobiales, Methanomicrobiaceae, Methanoplanus	Chromosome	GCA_000243255.1
UP000006469	Haloferax mediterranei (strain ATCC 33500 / DSM 1411 / JCM 8866 / NBRC 14739 / NCIMB 2177 / R-4) (Halobacterium mediterranei) (Strain: ATCC 33500 / DSM 1411 / JCM 8866 / NBRC 14739 / NCIMB 2177 / R-4)	523841	3826	HALMT	Archaea, Euryarchaeota, Stenosarchaea group, Halobacteria, Haloferacales, Haloferacaceae, Haloferax	Chromosome; Plasmid pHM100; Plasmid pHM300; Plasmid pHM500	GCA_000306765.2
UP000070195	candidate divison MSBL1 archaeon SCGC-AAA259D18	1698262	389		Archaea, Euryarchaeota, candidate division MSBL1	Unassembled WGS sequence	GCA_001549075.1
UP000219453	Natronoarchaeum philippinense (Strain: DSM 27208)	558529	3284		Archaea, Euryarchaeota, Stenosarchaea group, Halobacteria, Halobacteriales, Halobacteriaceae	Unassembled WGS sequence	GCA_900215575.1
UP000001931	Methanosphaera stadtmanae (strain ATCC 43021 / DSM 3091 / JCM 11832 / MCB-3) (Strain: ATCC 43021 / DSM 3091 / JCM 11832 / MCB-3)	339860	1533	METST	Archaea, Euryarchaeota, Methanomada group, Methanobacteria, Methanobacteriales, Methanobacteriaceae, Methanosphaera	Chromosome	GCA_000012545.1
UP000230737	Candidatus Bathyarchaeota archaeon CG_4_8_14_3_um_filter_42_8	1974384	886		Archaea, Candidatus Bathyarchaeota	Unassembled WGS sequence	GCA_002782745.1
UP000186183	Thaumarchaeota archaeon 13_1_20CM_2_39_20	1805383	1135		Archaea, Thaumarchaeota, unclassified Thaumarchaeota	Unassembled WGS sequence	GCA_001920395.1
UP000236755	Haloplanus vescus (Strain: CGMCC 1.8712)	555874	2791		Archaea, Euryarchaeota, Stenosarchaea group, Halobacteria, Haloferacales, Haloferacaceae, Haloplanus	Unassembled WGS sequence	GCA_900107665.1
UP000234272	Vulcanisaeta sp. EB80 (Strain: EB80)	1650660	2397		Archaea, Crenarchaeota, Thermoprotei, Thermoproteales, Thermoproteaceae, Vulcanisaeta	Unassembled WGS sequence	GCA_002078205.2
UP000053361	Thermoplasmatales archaeon SCGC AB-539-C06	1242690	780		Archaea, Euryarchaeota, Diaforarchaea group, Thermoplasmata, Thermoplasmatales	Unassembled WGS sequence	GCA_000364885.1
UP000240531	archaeon SCG-AAA382B04	2137776	1591		Archaea	Unassembled WGS sequence	GCA_003034855.1
UP000000254	Staphylothermus marinus (strain ATCC 43588 / DSM 3639 / JCM 9404 / F1) (Strain: ATCC 43588 / DSM 3639 / JCM 9404 / F1)	399550	1570	STAMF	Archaea, Crenarchaeota, Thermoprotei, Desulfurococcales, Desulfurococcaceae, Staphylothermus	Chromosome	GCA_000015945.1
UP000237430	Desulfurococcales archaeon ex4484_217_1	2012518	940		Archaea, Crenarchaeota, Thermoprotei, Desulfurococcales	Unassembled WGS sequence	GCA_002254745.1
UP000248006	Candidatus Parvarchaeota archaeon	2077140	312		Archaea, Candidatus Parvarchaeota	Unassembled WGS sequence	GCA_003202545.1
UP000070043	Candidatus Thorarchaeota archaeon SMTZ1-83	1706445	3029		Archaea, Asgard group, Candidatus Thorarchaeota	Unassembled WGS sequence	GCA_001563325.1
UP000216554	Halorubrum sp. Ib24 (Strain: Ib24)	1383850	2609		Archaea, Euryarchaeota, Stenosarchaea group, Halobacteria, Haloferacales, Halorubraceae, Halorubrum	Unassembled WGS sequence	GCA_002252745.1
UP000249059	Methanosphaera sp. SHI1033	1945632	1354		Archaea, Euryarchaeota, Methanomada group, Methanobacteria, Methanobacteriales, Methanobacteriaceae, Methanosphaera	Unassembled WGS sequence	GCA_003266175.1
UP000233538	Methanomicrobiales archaeon HGW-Methanomicrobiales-4	2013820	2087		Archaea, Euryarchaeota, Stenosarchaea group, Methanomicrobia, Methanomicrobiales	Unassembled WGS sequence	GCA_002839625.1
UP000070149	Candidatus Thorarchaeota archaeon SMTZ1-45	1706444	3208		Archaea, Asgard group, Candidatus Thorarchaeota	Unassembled WGS sequence	GCA_001563335.1
UP000197156	Thermococcus celer Vu 13 = JCM 8558 (Strain: Vu 13)	1293037	1903		Archaea, Euryarchaeota, Thermococci, Thermococcales, Thermococcaceae, Thermococcus	Chromosome	GCA_002214365.1
UP000248410	Acidianus sulfidivorans JP7 (Strain: JP7)	619593	2255		Archaea, Crenarchaeota, Thermoprotei, Sulfolobales, Sulfolobaceae, Acidianus	Chromosome	GCA_003201765.1
UP000011669	Halococcus saccharolyticus DSM 5350 (Strain: DSM 5350)	1227455	3441		Archaea, Euryarchaeota, Stenosarchaea group, Halobacteria, Halobacteriales, Halococcaceae, Halococcus	Unassembled WGS sequence	GCA_000336915.1
UP000240381	Candidatus Marsarchaeota G2 archaeon ECH_B_SAG-F08	1978165	969		Archaea, Candidatus Marsarchaeota, Candidatus Marsarchaeota group 2	Unassembled WGS sequence	GCA_003019415.1
UP000005270	Thermogladius calderae (strain DSM 22663 / VKM B-2946 / 1633) (Strain: DSM 22663 / VKM B-2946 / 1633)	1184251	1414	THEC1	Archaea, Crenarchaeota, Thermoprotei, Desulfurococcales, Desulfurococcaceae, Thermogladius	Chromosome	GCA_000264495.1
UP000001013	Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1) (Strain: ATCC 43587 / DSM 3638 / JCM 8422 / Vc1)	186497	2045	PYRFU	Archaea, Euryarchaeota, Thermococci, Thermococcales, Thermococcaceae, Pyrococcus	Chromosome	GCA_000007305.1
UP000011626	Halosimplex carlsbadense 2-9-1 (Strain: 2-9-1)	797114	4458		Archaea, Euryarchaeota, Stenosarchaea group, Halobacteria, Halobacteriales, Haloarculaceae, Halosimplex	Unassembled WGS sequence	GCA_000337455.1
UP000000792	Nitrosopumilus maritimus (strain SCM1) (Strain: SCM1)	436308	1795	NITMS	Archaea, Thaumarchaeota, Nitrosopumilales, Nitrosopumilaceae, Nitrosopumilus	Chromosome	GCA_000018465.1
UP000236948	Candidatus Methanoperedenaceae archaeon HGW-Methanoperedenaceae-1	2013824	2122		Archaea, Euryarchaeota, Stenosarchaea group, Methanomicrobia, Methanosarcinales, Candidatus Methanoperedenaceae	Unassembled WGS sequence	GCA_002839545.1
UP000186650	Crenarchaeota archaeon 13_1_40CM_3_52_10	1805095	1408		Archaea, Crenarchaeota	Unassembled WGS sequence	GCA_001918765.1
UP000177051	Candidatus Bathyarchaeota archaeon RBG_13_60_20	1797380	1254		Archaea, Candidatus Bathyarchaeota	Unassembled WGS sequence	GCA_001775965.1
UP000070257	candidate divison MSBL1 archaeon SCGC-AAA259J03	1698269	964		Archaea, Euryarchaeota, candidate division MSBL1	Unassembled WGS sequence	GCA_001549045.1
UP000070599	Candidatus Thorarchaeota archaeon SMTZ-45	1706443	2257		Archaea, Asgard group, Candidatus Thorarchaeota	Unassembled WGS sequence	GCA_001563465.1
UP000014070	Methanomassiliicoccus intestinalis (strain Issoire-Mx1) (Strain: Issoire-Mx1)	1295009	1826	METII	Archaea, Euryarchaeota, Diaforarchaea group, Thermoplasmata, Methanomassiliicoccales, Methanomassiliicoccaceae, Methanomassiliicoccus	Chromosome	GCA_000404225.1
UP000070344	candidate divison MSBL1 archaeon SCGC-AAA259O05	1698271	1138		Archaea, Euryarchaeota, candidate division MSBL1	Unassembled WGS sequence	GCA_001549135.1
UP000070038	candidate divison MSBL1 archaeon SCGC-AAA833K04	1698258	196		Archaea, Euryarchaeota, candidate division MSBL1	Unassembled WGS sequence	GCA_001549365.1
UP000070341	candidate divison MSBL1 archaeon SCGC-AAA259M10	1698270	893		Archaea, Euryarchaeota, candidate division MSBL1	Unassembled WGS sequence	GCA_001549115.1
UP000069906	Halanaeroarchaeum sulfurireducens (Strain: HSR2)	1604004	2225		Archaea, Euryarchaeota, Stenosarchaea group, Halobacteria, Halobacteriales, Halobacteriaceae, Halanaeroarchaeum	Chromosome; Plasmid pHSR2-01	GCA_001011115.1
UP000018052	Thermoplasmatales archaeon E-plasma	667137	1661		Archaea, Euryarchaeota, Diaforarchaea group, Thermoplasmata, Thermoplasmatales	Unassembled WGS sequence	GCA_000496135.1
UP000076969	Thermococcus piezophilus (Strain: CDGS)	1712654	1866		Archaea, Euryarchaeota, Thermococci, Thermococcales, Thermococcaceae, Thermococcus	Chromosome	GCA_001647085.1
UP000077428	Methanobrevibacter oralis (Strain: DSM 7256)	66851	1993		Archaea, Euryarchaeota, Methanomada group, Methanobacteria, Methanobacteriales, Methanobacteriaceae, Methanobrevibacter	Unassembled WGS sequence	GCA_001639275.1
UP000094707	Methanobacterium congolense	118062	2340		Archaea, Euryarchaeota, Methanomada group, Methanobacteria, Methanobacteriales, Methanobacteriaceae, Methanobacterium	Chromosome i; Plasmid ii	GCA_900095295.1
UP000001169	Haloarcula marismortui (strain ATCC 43049 / DSM 3752 / JCM 8966 / VKM B-1809) (Halobacterium marismortui) (Strain: ATCC 43049 / DSM 3752 / JCM 8966 / VKM B-1809)	272569	4234	HALMA	Archaea, Euryarchaeota, Stenosarchaea group, Halobacteria, Halobacteriales, Haloarculaceae, Haloarcula	Chromosome I; Chromosome II; Plasmid pNG100; Plasmid pNG200; Plasmid pNG300; Plasmid pNG400; Plasmid pNG500; Plasmid pNG600; Plasmid pNG700	GCA_000011085.1
UP000001059	Methanohalophilus mahii (strain ATCC 35705 / DSM 5219 / SLP) (Strain: ATCC 35705 / DSM 5219 / SLP)	547558	1986	METMS	Archaea, Euryarchaeota, Stenosarchaea group, Methanomicrobia, Methanosarcinales, Methanosarcinaceae, Methanohalophilus	Chromosome	GCA_000025865.1
UP000228824	Candidatus Bathyarchaeota archaeon B24-2	2041147	1404		Archaea, Candidatus Bathyarchaeota	Unassembled WGS sequence	GCA_002490245.1
UP000177351	Candidatus Bathyarchaeota archaeon RBG_13_52_12	1797379	1779		Archaea, Candidatus Bathyarchaeota	Unassembled WGS sequence	GCA_001774245.1
UP000003980	Metallosphaera yellowstonensis MK1 (Strain: MK1)	671065	3340		Archaea, Crenarchaeota, Thermoprotei, Sulfolobales, Sulfolobaceae, Metallosphaera	Unassembled WGS sequence	GCA_000243315.1
UP000009231	Methanobacterium paludis (strain DSM 25820 / JCM 18151 / SWAN1) (Strain: DSM 25820 / JCM 18151 / SWAN1)	868131	2394	METPW	Archaea, Euryarchaeota, Methanomada group, Methanobacteria, Methanobacteriales, Methanobacteriaceae, Methanobacterium	Chromosome	GCA_000214725.1
UP000001024	Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) (Strain: ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165)	273075	1482	THEAC	Archaea, Euryarchaeota, Diaforarchaea group, Thermoplasmata, Thermoplasmatales, Thermoplasmataceae, Thermoplasma	Chromosome	GCA_000195915.1
UP000016986	Halarchaeum acidiphilum MH1-52-1 (Strain: JCM 16109)	1261545	2706		Archaea, Euryarchaeota, Stenosarchaea group, Halobacteria, Halobacteriales, Halobacteriaceae	Unassembled WGS sequence	GCA_000474235.1
UP000000805	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii) (Strain: ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440)	243232	1787	METJA	Archaea, Euryarchaeota, Methanomada group, Methanococci, Methanococcales, Methanocaldococcaceae, Methanocaldococcus	Chromosome; Plasmid small ECE; Plasmid large ECE	GCA_000091665.1
UP000196489	archaeon D22	1932700	474		Archaea	Unassembled WGS sequence	GCA_002176885.1
UP000050360	Candidatus Methanoperedens sp. BLZ1	1719120	4527		Archaea, Euryarchaeota, Stenosarchaea group, Methanomicrobia, Methanosarcinales, Candidatus Methanoperedenaceae, Candidatus Methanoperedens	Unassembled WGS sequence	GCA_001317315.1
UP000237019	Caldisphaera sp.	2060322	501		Archaea, Crenarchaeota, Thermoprotei, Acidilobales, Caldisphaeraceae, Caldisphaera	Unassembled WGS sequence	GCA_002877795.1
UP000215658	Candidatus Aenigmarchaeota archaeon ex4484_14	2012502	880		Archaea, Candidatus Aenigmarchaeota	Unassembled WGS sequence	GCA_002255055.1
UP000236248	Candidatus Nitrosocaldus cavascurensis (Strain: SCU2)	2058097	1766		Archaea, Thaumarchaeota, Nitrososphaeria, Candidatus Nitrosocaldales, Candidatus Nitrosocaldaceae, Candidatus Nitrosocaldus	Chromosome ncav	GCA_900248165.1
UP000008458	Acidianus hospitalis (strain W1) (Strain: W1)	933801	2329	ACIHW	Archaea, Crenarchaeota, Thermoprotei, Sulfolobales, Sulfolobaceae, Acidianus	Chromosome	GCA_000213215.1
UP000228782	Candidatus Bathyarchaeota archaeon CG07_land_8_20_14_0_80_47_9	1974385	1731		Archaea, Candidatus Bathyarchaeota	Unassembled WGS sequence	GCA_002779555.1
UP000001137	Caldivirga maquilingensis (strain ATCC 700844 / DSM 13496 / JCM 10307 / IC-167) (Strain: ATCC 700844 / DSM 13496 / JCM 10307 / IC-167)	397948	1962	CALMQ	Archaea, Crenarchaeota, Thermoprotei, Thermoproteales, Thermoproteaceae, Caldivirga	Chromosome	GCA_000018305.1
UP000228988	Candidatus Heimdallarchaeota archaeon	2026747	1353		Archaea, Asgard group, Candidatus Heimdallarchaeota	Unassembled WGS sequence	GCA_002728275.1
UP000199076	Halorientalis regularis (Strain: IBRC-M 10760)	660518	4204		Archaea, Euryarchaeota, Stenosarchaea group, Halobacteria, Halobacteriales, Haloarculaceae, Halorientalis	Unassembled WGS sequence	GCA_900102305.1
UP000000459	Methanolobus psychrophilus R15 (Strain: R15)	1094980	3132		Archaea, Euryarchaeota, Stenosarchaea group, Methanomicrobia, Methanosarcinales, Methanosarcinaceae, Methanolobus	Chromosome	GCA_000306725.1
UP000070256	candidate divison MSBL1 archaeon SCGC-AAA385D11	1698286	299		Archaea, Euryarchaeota, candidate division MSBL1	Unassembled WGS sequence	GCA_001549495.1
UP000014066	Methanobrevibacter sp. AbM4 (Strain: Abm4)	224719	1663		Archaea, Euryarchaeota, Methanomada group, Methanobacteria, Methanobacteriales, Methanobacteriaceae, Methanobrevibacter	Chromosome	GCA_000404165.1
UP000183464	Candidatus Micrarchaeota archaeon CG1_02_55_41	1805251	768		Archaea, Candidatus Micrarchaeota	Unassembled WGS sequence	GCA_001871605.1
UP000176610	Candidatus Bathyarchaeota archaeon RBG_16_48_13	1797381	867		Archaea, Candidatus Bathyarchaeota	Unassembled WGS sequence	GCA_001775995.1
UP000231015	Candidatus Pacearchaeota archaeon CG06_land_8_20_14_3_00_35_12	1974435	673		Archaea, Candidatus Pacearchaeota	Unassembled WGS sequence	GCA_002780285.1
UP000229197	Candidatus Pacearchaeota archaeon CG10_big_fil_rev_8_21_14_0_10_31_59	1974439	700		Archaea, Candidatus Pacearchaeota	Unassembled WGS sequence	GCA_002763115.1
UP000027093	Nitrososphaera viennensis EN76 (Strain: EN76)	926571	3117		Archaea, Thaumarchaeota, Nitrososphaeria, Nitrososphaerales, Nitrososphaeraceae, Nitrososphaera	Chromosome	GCA_000698785.1
UP000233508	Methanomicrobiales archaeon HGW-Methanomicrobiales-3	2013819	2538		Archaea, Euryarchaeota, Stenosarchaea group, Methanomicrobia, Methanomicrobiales	Unassembled WGS sequence	GCA_002839605.1
UP000018337	Thermoplasmatales archaeon A-plasma	667135	2276		Archaea, Euryarchaeota, Diaforarchaea group, Thermoplasmata, Thermoplasmatales	Unassembled WGS sequence	GCA_000447225.1
UP000060778	Ignicoccus islandicus DSM 13165 (Strain: DSM 13165)	940295	1510		Archaea, Crenarchaeota, Thermoprotei, Desulfurococcales, Desulfurococcaceae, Ignicoccus	Chromosome	GCA_001481685.1
UP000053087	Methanosarcina flavescens (Strain: E03.2)	1715806	2654		Archaea, Euryarchaeota, Stenosarchaea group, Methanomicrobia, Methanosarcinales, Methanosarcinaceae, Methanosarcina	Unassembled WGS sequence	GCA_001304615.1
UP000198856	Halovenus aranensis (Strain: IBRC-M10015)	890420	3354		Archaea, Euryarchaeota, Stenosarchaea group, Halobacteria, Halobacteriales, Halobacteriaceae, Halovenus	Unassembled WGS sequence	GCA_900100385.1
UP000237183	Methanomicrobiales archaeon HGW-Methanomicrobiales-5	2013821	1547		Archaea, Euryarchaeota, Stenosarchaea group, Methanomicrobia, Methanomicrobiales	Unassembled WGS sequence	GCA_002839585.1
UP000229467	Candidatus Diapherotrites archaeon CG_4_10_14_0_2_um_filter_31_5	1974402	655		Archaea, Candidatus Diapherotrites	Unassembled WGS sequence	GCA_002793375.1
UP000007391	Fervidicoccus fontis (strain DSM 19380 / JCM 18336 / VKM B-2539 / Kam940) (Strain: DSM 19380 / VKM B-2539 / Kam940)	1163730	1384	FERFK	Archaea, Crenarchaeota, Thermoprotei, Fervidicoccales, Fervidicoccaceae, Fervidicoccus	Chromosome	GCA_000258425.1
UP000000554	Halobacterium salinarum (strain ATCC 700922 / JCM 11081 / NRC-1) (Halobacterium halobium) (Strain: ATCC 700922 / JCM 11081 / NRC-1)	64091	2426	HALSA	Archaea, Euryarchaeota, Stenosarchaea group, Halobacteria, Halobacteriales, Halobacteriaceae, Halobacterium	Chromosome; Plasmid pNRC100; Plasmid pNRC200	GCA_000006805.1
UP000006507	Natrinema sp. (strain J7-2) (Strain: J7-2)	406552	4296	NATSJ	Archaea, Euryarchaeota, Stenosarchaea group, Halobacteria, Natrialbales, Natrialbaceae, Natrinema	Chromosome; Plasmid pJ7-1	GCA_000281695.1
UP000070263	candidate divison MSBL1 archaeon SCGC-AAA382A20	1698280	947		Archaea, Euryarchaeota, candidate division MSBL1	Unassembled WGS sequence	GCA_001549275.1
UP000245022	Desulfurococcaceae archaeon AG1 (Strain: AG1)	2027460	1903		Archaea, Crenarchaeota, Thermoprotei, Desulfurococcales, Desulfurococcaceae	Unassembled WGS sequence	GCA_003116855.1
UP000236212	archaeon HR06	2035442	1118		Archaea	Unassembled WGS sequence	GCA_002898815.1
UP000233547	Candidatus Altiarchaeales archaeon HGW-Altiarchaeales-2	2013674	1751		Archaea, Euryarchaeota, Candidatus Altiarchaeales	Unassembled WGS sequence	GCA_002841095.1
UP000018188	uncultured Acidilobus sp. JCHS	1410576	1633		Archaea, Crenarchaeota, Thermoprotei, Acidilobales, Acidilobaceae, Acidilobus, environmental samples	Unassembled WGS sequence	GCA_000495735.1
UP000027981	Palaeococcus pacificus DY20341 (Strain: DY20341)	1343739	1991		Archaea, Euryarchaeota, Thermococci, Thermococcales, Thermococcaceae, Palaeococcus	Chromosome	GCA_000725425.1
UP000007490	Methanobacterium lacus (strain AL-21) (Strain: AL-21)	877455	2493	METLA	Archaea, Euryarchaeota, Methanomada group, Methanobacteria, Methanobacteriales, Methanobacteriaceae, Methanobacterium	Chromosome	GCA_000191585.1
UP000230510	Candidatus Bathyarchaeota archaeon	2026714	1880		Archaea, Candidatus Bathyarchaeota	Unassembled WGS sequence	GCA_002726865.1
UP000019483	Methanolobus tindarius DSM 2278 (Strain: DSM 2278)	1090322	2912		Archaea, Euryarchaeota, Stenosarchaea group, Methanomicrobia, Methanosarcinales, Methanosarcinaceae, Methanolobus	Unassembled WGS sequence	GCA_000504205.1
UP000219689	Natrinema ejinorense (Strain: JCM 13890)	373386	4191		Archaea, Euryarchaeota, Stenosarchaea group, Halobacteria, Natrialbales, Natrialbaceae, Natrinema	Unassembled WGS sequence	GCA_002494345.1
UP000216408	Thermofilum sp. ex4484_79	2012527	1716		Archaea, Crenarchaeota, Thermoprotei, Thermoproteales, Thermofilaceae, Thermofilum	Unassembled WGS sequence	GCA_002254645.1
