Proteome ID	Organism	Organism ID	Protein count	Taxon mnemonic	Taxonomic lineage	proteome-components	genome assembly id
UP000203213	Beihai picorna-like virus 93 (Strain: BHBJDX18546)	1922639	2		Viruses, unclassified RNA viruses	Genome	GCA_001933585.1
UP000203958	Hubei picorna-like virus 67 (Strain: WGML147056)	1923150	3		Viruses, unclassified RNA viruses	Genome	GCA_001968495.1
UP000203779	White clover mottle virus (Strain: CD)	1913024	6		Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Luteoviridae, Polerovirus	Genome	GCA_001866835.1
UP000201917	Sucra jujuba nucleopolyhedrovirus	1563660	131		Viruses, dsDNA viruses, no RNA stage, Baculoviridae, Alphabaculovirus	Genome	GCA_001465085.1
UP000221359	Gordonia phage GMA2	1647283	126		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Siphoviridae	Genome	GCA_002605765.1
UP000207596	Bamboo mosaic virus satellite RNA	190811	1		Viruses, Satellites, Satellite Nucleic Acids, Single stranded RNA satellites, Large single stranded RNA satellites	Genome	GCA_000850485.1
UP000204112	Gordonia phage Orchid	1838075	114		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Siphoviridae	Genome	GCA_001736515.1
UP000201668	Yellowstone Lake virophage 7	1557035	26		Viruses, unclassified virophages	Genome	GCA_001441055.1
UP000203960	Beihai razor shell virus 2 (Strain: BHBei76898)	1922646	2		Viruses, unclassified RNA viruses	Genome	GCA_001934565.1
UP000203774	Changjiang sobemo-like virus 2 (Strain: CJLX29674)	1922801	3		Viruses, unclassified RNA viruses	Genome	GCA_001964375.1
UP000140099	Human papillomavirus 175	1434782	7		Viruses, dsDNA viruses, no RNA stage, Papillomaviridae, Firstpapillomavirinae, Gammapapillomavirus	Genome	GCA_002827025.1
UP000202813	Hubei tetragnatha maxillosa virus 1 (Strain: arthropodmix23158)	1923243	1		Viruses, unclassified RNA viruses	Genome	GCA_001968095.1
UP000202286	Bemisia-associated genomovirus AdDF	1986477	2		Viruses, ssDNA viruses, Genomoviridae, unclassified Genomoviridae	Genome	GCA_002210855.1
UP000204285	Streptococcus phage phiARI0004	1701811	48		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Siphoviridae	Genome	GCA_001882175.1
UP000214346	Microviridae Fen7895_21	1655660	5		Viruses, ssDNA viruses, Microviridae, unclassified Microviridae	Genome	GCA_001190515.1
UP000224684	Bacillus phage Tavor_SA	1983581	61		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Siphoviridae, Wbetavirus, unclassified Wbetavirus	Genome	GCA_002623865.1
UP000203220	Wenzhou picorna-like virus 45 (Strain: WZSBei69068)	1923632	1		Viruses, unclassified RNA viruses	Genome	GCA_001957855.1
UP000203883	Bamboo mosaic virus	35286	6		Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Tymovirales, Alphaflexiviridae, Potexvirus	Genome	GCA_000847825.1
UP000202852	Beihai sipunculid worm virus 3 (Strain: BHZC37455)	1922675	2		Viruses, unclassified RNA viruses	Genome	GCA_001935585.1
UP000202818	Beihai weivirus-like virus 18 (Strain: BHZY59250)	1922746	1		Viruses, unclassified RNA viruses	Genome	GCA_001963275.1
UP000202229	Beihai picorna-like virus 19 (Strain: BHJJX24523)	1922561	2		Viruses, unclassified RNA viruses	Genome	GCA_001933725.1
UP000202867	Hubei picorna-like virus 1 (Strain: WHSF7464)	1923088	2		Viruses, unclassified RNA viruses	Genome	GCA_001964755.1
UP000202218	Wenling tombus-like virus 1 (Strain: WLJQ104192)	1923543	2		Viruses, unclassified RNA viruses	Genome	GCA_001960535.1
UP000201358	Vibrio phage pYD38-A (Strain: pYD38)	754051	77		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Siphoviridae, Pis4avirus, unclassified Pis4avirus	Genome	GCA_000908715.1
UP000203822	Lymantria xylina nucleopolyhedrovirus	166921	157		Viruses, dsDNA viruses, no RNA stage, Baculoviridae, Alphabaculovirus	Genome	GCA_000884695.1
UP000202219	Mycobacterium phage Panchino	1821537	66		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Siphoviridae, Nclasvirinae, Redivirus, unclassified Redivirus	Genome	GCA_001755245.1
UP000203741	Asian prunus virus 2	351426	5		Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Tymovirales, Betaflexiviridae, Quinvirinae, Foveavirus	Genome	GCA_001502755.1
UP000201506	Rhodobacter phage RcRhea	1662332	45		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Siphoviridae, Cronusvirus	Genome	GCA_001501915.1
UP000203702	Beihai charybdis crab virus 1 (Strain: BHXun33339)	1922376	2		Viruses, unclassified RNA viruses	Genome	GCA_001926955.1
UP000232926	Sweet potato leaf curl virus (Strain: Sao Paulo)	100755	6		Viruses, ssDNA viruses, Geminiviridae, Begomovirus	Genome	GCA_002823765.1
UP000203095	McMurdo Ice Shelf pond-associated circular DNA virus-2	1521386	4		Viruses, ssDNA viruses, unclassified ssDNA viruses	Genome	GCA_000923895.1
UP000201053	Lindernia anagallis yellow vein virus	300411	6		Viruses, ssDNA viruses, Geminiviridae, Begomovirus	Genome	GCA_000873925.1
UP000204190	Hubei diptera virus 10 (Strain: SCM43656)	1922871	6		Viruses, unclassified RNA viruses	Genome	GCA_001965195.1
UP000201945	Streptococcus phage IC1	1448276	49		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Siphoviridae	Genome	GCA_000922935.1
UP000138996	Datura yellow vein nucleorhabdovirus	195059	6		Viruses, ssRNA viruses, ssRNA negative-strand viruses, Mononegavirales, Rhabdoviridae, Nucleorhabdovirus	Genome	GCA_001432095.1
UP000201861	Urbanus proteus nucleopolyhedrovirus	1675866	119		Viruses, dsDNA viruses, no RNA stage, Baculoviridae	Genome	GCA_002157455.1
UP000202697	Shigella phage Ss-VASD	1675531	74		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Podoviridae, Sepvirinae, Tl2011virus	Genome	GCA_001470215.1
UP000202443	Mycobacterium phage Shipwreck	1821727	81		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Siphoviridae, Pclasvirinae, Fishburnevirus, unclassified Fishburnevirus	Genome	GCA_001755585.1
UP000201061	Beihai tombus-like virus 19 (Strain: BHTH16144)	1922722	3		Viruses, unclassified RNA viruses	Genome	GCA_001967275.1
UP000204114	Beihai weivirus-like virus 2 (Strain: BHZC36779)	1922748	3		Viruses, unclassified RNA viruses	Genome	GCA_001961595.1
UP000162802	Avian gyrovirus 2	1002273	3		Viruses, ssDNA viruses, Anelloviridae, Gyrovirus, unclassified Gyrovirus	Genome	GCA_000891935.1
UP000201826	Mycobacterium phage Bipper	1805457	135		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Siphoviridae	Genome	GCA_001754405.1
UP000202873	Indian encephalitis associated cyclovirus	1755290	2		Viruses, ssDNA viruses, Circoviridae	Genome	GCA_001939215.2
UP000203282	Synechococcus phage S-SSM4 (Strain: S-SSM4)	536466	220		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Myoviridae	Genome	GCA_000905555.1
UP000202105	Wenzhou gastropodes virus 1 (Strain: WZSLuoI86017)	1923563	2		Viruses, unclassified RNA viruses	Genome	GCA_001958955.1
UP000217319	Aedes camptorhynchus reo-like virus (Strain: mos182CP78499)	2010269	4		Viruses, unclassified viruses	Genome	GCA_002288815.1
UP000201762	Wuhan pillworm virus 3 (Strain: WHSFII20254)	1923746	3		Viruses, unclassified RNA viruses	Genome	GCA_002004195.1
UP000202074	Gordonia phage Guacamole	1821553	78		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Siphoviridae	Genome	GCA_001755645.1
UP000002555	Aeromonas virus Aeh1	227470	352		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Myoviridae, Tevenvirinae, unassigned Tevenvirinae	Genome	GCA_000843245.1
UP000202890	Beihai paphia shell virus 2 (Strain: YYSZX17625)	1922497	2		Viruses, unclassified RNA viruses	Genome	GCA_001925755.1
UP000005230	Pectobacterium phage ZF40	1127516	68		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Myoviridae	Genome	GCA_000900755.1
UP000000574	Carnation ringspot virus (isolate Lommel) (CRSV) (Strain: Isolate Lommel)	652597	4	CRSVL	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Tombusviridae, Dianthovirus	Genome	GCA_000852765.1
UP000011849	Streptococcus phage phi7917	1289598	62		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Podoviridae	Genome	GCA_002603245.1
UP000202389	Sewage-associated gemycircularvirus 6	1519401	2		Viruses, ssDNA viruses, Genomoviridae, Gemycircularvirus	Genome	GCA_000930835.1
UP000208060	Beihai picorna-like virus 121 (Strain: BHHZL10364)	1922550	2		Viruses, unclassified RNA viruses	Genome	GCA_001934405.1
UP000000996	Lactococcus phage phiLC3	12390	51		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Siphoviridae	Genome	GCA_000843485.1
UP000223004	Staphylococcus phage qdsa001	1970744	199		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Myoviridae, Spounavirinae, Silviavirus, unclassified Silviavirus	Genome	GCA_002621105.1
UP000015546	Bacillus phage Troll	1382932	289		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Myoviridae, B4virus	Genome	GCA_000913375.1
UP000241653	Odonata-associated circular virus 21	1592122	2		Viruses, ssDNA viruses, Smacoviridae, Bovismacovirus	Genome	GCA_003033395.1
UP000204533	Tomato leaf curl Oman virus	713949	6		Viruses, ssDNA viruses, Geminiviridae, Begomovirus	Genome	GCA_000888615.1
UP000132882	Chuzan virus	77204	10		Viruses, dsRNA viruses, Reoviridae, Sedoreovirinae, Orbivirus	Genome	
UP000201288	Proteus phage vB_PmiP_Pm5460	1636249	53		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Podoviridae, Autographivirinae, unclassified Sp6likevirus	Genome	GCA_001501275.1
UP000001904	Bacillus virus 250	701257	54		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Siphoviridae, Cecivirus	Genome	GCA_001500675.1
UP000204005	Lake Sarah-associated circular virus-35	1685763	2		Viruses, unclassified viruses	Genome	GCA_001589975.1
UP000165562	Circoviridae 21 LDMD-2013	1379725	3		Viruses, ssDNA viruses, Circoviridae, environmental samples	Genome	
UP000222251	Mycobacterium phage Journey13	1983408	81		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Siphoviridae, L5virus, unclassified L5virus	Genome	GCA_002623445.1
UP000204526	Lake Sarah-associated circular molecule 3	1685728	1		Viruses, unclassified viruses	Genome	GCA_001590035.1
UP000107417	Circovirus-like genome DHCV-6	1788455	3		Viruses, ssDNA viruses, Circoviridae, unclassified Circoviridae	Genome	GCA_001684745.1
UP000009001	Burkholderia phage KL1	1132026	55		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Siphoviridae, Septima3virus	Genome	GCA_000897395.1
UP000202544	Artogeia rapae granulovirus	362830	120		Viruses, dsDNA viruses, no RNA stage, Baculoviridae, Betabaculovirus	Genome	GCA_000884655.1
UP000201689	Enterobacter phage Arya	1864622	61		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Myoviridae, unclassified Cvm10virus	Genome	GCA_001744875.1
UP000240855	Pseudomonas phage phiNV3	2079544	48		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Podoviridae, Autographivirinae, unclassified Phikmvvirus	Genome	GCA_002990265.1
UP000201685	Gorilla anellovirus	1743411	2		Viruses, ssDNA viruses, Anelloviridae, unclassified Anelloviridae	Genome	GCA_001689855.1
UP000127963	Pacific flying fox faeces associated gemycircularvirus-1	1795988	3		Viruses, ssDNA viruses, Genomoviridae, Gemygorvirus	Genome	GCA_002825985.1
UP000126050	Simian T-lymphotropic virus 1	33747	4	9STL1	Viruses, Ortervirales, Retroviridae, Orthoretrovirinae, Deltaretrovirus	Genome	GCA_000861125.1
UP000029373	Flavobacterium sp. phage 1/32	1458858	63		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Myoviridae	Genome	GCA_002604425.1
UP000113783	Simian adenovirus 3	38420	34		Viruses, dsDNA viruses, no RNA stage, Adenoviridae, Mastadenovirus	Genome	GCA_000846705.1
UP000232833	Torque teno virus 20	687359	4		Viruses, ssDNA viruses, Anelloviridae, Alphatorquevirus	Genome	GCA_002818335.1
UP000029352	Mycobacterium phage Omnicron	1541819	95		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Siphoviridae, Tm4virus, unclassified Tm4virus	Genome	GCA_001500415.1
UP000029354	Escherichia phage CICC 80001	1527506	49		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Podoviridae, Autographivirinae, T7virus	Genome	GCA_001041375.1
UP000015564	Leptospira phage vB_LnoZ_CZ214-LE1	1334243	97		Viruses, dsDNA viruses, no RNA stage, unclassified dsDNA phages	Genome	GCA_002603665.1
UP000122968	Faeces associated gemycircularvirus 6	1391035	2		Viruses, ssDNA viruses, Genomoviridae, Gemycircularvirus	Genome	GCA_000928755.1
UP000203758	Flavobacterium phage Fpv6	1814286	58		Viruses, unclassified bacterial viruses	Genome	GCA_001881855.1
UP000032135	Cyanophage P-TIM40	1589733	235		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Myoviridae	Genome	GCA_001470935.1
UP000032131	Paenibacillus phage Diva	1589750	60		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Siphoviridae, Sitaravirus	Genome	GCA_001505095.1
UP000171189	Simian adenovirus 18	909210	29		Viruses, dsDNA viruses, no RNA stage, Adenoviridae, Mastadenovirus	Genome	GCA_000913475.1
UP000225035	Moraxella phage Mcat19	1647534	41		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Siphoviridae	Genome	GCA_002606145.1
UP000204242	Hyposoter fugitivus ichnovirus	265522	143		Viruses, dsDNA viruses, no RNA stage, Polydnaviridae, Ichnovirus	Genome	GCA_000867965.1
UP000008264	Turnip vein-clearing virus (TVCV)	29272	3	TVCV	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Virgaviridae, Tobamovirus	Genome	GCA_000849245.1
UP000207646	Point-Douro narna-like virus (Strain: mos172gb29666)	2010279	1		Viruses, unclassified viruses	Genome	GCA_002210675.1
UP000223561	Staphylococcus phage 3 AJ-2017	1934428	66		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Siphoviridae, Biseptimavirus, unclassified Biseptimavirus	Genome	GCA_002618805.1
UP000240325	Bodo saltans virus (Strain: NG1)	2024608	1186		Viruses, dsDNA viruses, no RNA stage, Mimiviridae, unclassified Mimiviridae, Klosneuvirus	Genome	GCA_002966405.1
UP000202488	Beihai narna-like virus 22 (Strain: BHBJDX18651)	1922450	1		Viruses, unclassified RNA viruses	Genome	GCA_001925355.1
UP000251068	Microbacterium phage AnnaSerena	2201432	83		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Siphoviridae	Genome	GCA_003307635.1
UP000202932	Actinidia virus B	1112770	5		Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Tymovirales, Betaflexiviridae, Trivirinae, Vitivirus	Genome	GCA_000896495.1
UP000001922	Lactococcus phage LL-H (Lactococcus delbrueckii bacteriophage LL-H)	12348	51	BPLLH	Viruses, dsDNA viruses, no RNA stage, Caudovirales, Siphoviridae	Genome	GCA_000873305.1
UP000225314	Burkholderia phage vB_BceM_AP3	1636201	51		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Myoviridae, Peduovirinae, P2virus	Genome	GCA_002605605.1
UP000204577	Beihai picorna-like virus 27 (Strain: BHNXC41439)	1922570	2		Viruses, unclassified RNA viruses	Genome	GCA_001935165.1
UP000018634	Mycobacterium phage Graduation	1391432	97		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Siphoviridae, L5virus, unclassified L5virus	Genome	GCA_000914115.1
UP000224401	Dinoroseobacter phage vB_DshS-R5C	1965368	123		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Siphoviridae	Genome	GCA_002619945.1
UP000007045	Acinetobacter phage AB1	889876	85		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Myoviridae, Ap22virus	Genome	GCA_002630805.1
UP000249287	Pandoravirus neocaledonia	2107708	1081		Viruses, dsDNA viruses, no RNA stage, unclassified dsDNA viruses	Genome	GCA_003233915.1
UP000019066	Turkey associated porprismacovirus 1	2170130	2		Viruses, ssDNA viruses, Smacoviridae, Porprismacovirus	Genome	GCA_000918075.1
UP000231470	Serratia phage vB_Sru_IME250	1852640	193		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Ackermannviridae, unclassified Ackermannviridae	Genome	GCA_002745835.1
UP000110325	Human adenovirus A serotype 31 (HAdV-31) (Human adenovirus 31)	10529	34	ADE31	Viruses, dsDNA viruses, no RNA stage, Adenoviridae, Mastadenovirus, Human mastadenovirus A	Genome	
UP000024335	Dinoroseobacter phage DFL12phi1	1477404	86		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Podoviridae	Genome	GCA_000923015.1
UP000217341	Actinidia virus 1	2024724	12		Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Closteroviridae, unclassified Closteroviridae	Genome	GCA_002270905.1
UP000249925	Sweet potato symptomless virus 1	603333	5		Viruses, ssDNA viruses, Geminiviridae, Mastrevirus	Genome	GCA_002158695.1
UP000015580	Mycobacterium phage Velveteen	1340821	100		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Siphoviridae, Che8virus, unclassified Che8virus	Genome	GCA_000911875.1
UP000224683	Mycobacterium phage Mundrea	1897540	87		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Siphoviridae, L5virus, unclassified L5virus	Genome	GCA_002613325.1
UP000202782	Spodoptera litura granulovirus	359919	136		Viruses, dsDNA viruses, no RNA stage, Baculoviridae, Betabaculovirus	Genome	GCA_000871585.1
UP000246402	Escherichia phage RCS47	1590550	122		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Myoviridae, P1virus, unclassified Punalikevirus	Genome	GCA_003146805.1
UP000128757	Bat associated circovirus 7	2003312	1		Viruses, ssDNA viruses, Circoviridae, Circovirus	Genome	GCA_002819545.1
UP000008448	Chandipura virus (strain I653514) (CHPV) (Strain: I653514)	11273	7	CHAV	Viruses, ssRNA viruses, ssRNA negative-strand viruses, Mononegavirales, Rhabdoviridae, Vesiculovirus	Genome	
UP000203457	Hubei narna-like virus 5 (Strain: SSZZ3007)	1922959	1		Viruses, unclassified RNA viruses	Genome	GCA_001965315.1
UP000202688	Wuhan pillworm virus 2 (Strain: WHSFII14871)	1923745	6		Viruses, unclassified RNA viruses	Genome	GCA_002004855.1
UP000157490	Pan troglodytes verus polyomavirus 1a	928211	5		Viruses, dsDNA viruses, no RNA stage, Polyomaviridae	Genome	GCA_000926495.1
UP000202636	Hardenbergia virus A	1003891	2		Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Tymovirales, Betaflexiviridae, Trivirinae, Divavirus	Genome	GCA_000892595.1
UP000203386	Turnip leaf roll virus	1766828	6		Viruses, ssDNA viruses, Geminiviridae, Turncurtovirus	Genome	GCA_001550845.1
UP000202318	Hubei picorna-like virus 40 (Strain: WHYY23452)	1923121	1		Viruses, unclassified RNA viruses	Genome	GCA_001965615.1
UP000201673	Pigeon adenovirus 2	1907767	35		Viruses, dsDNA viruses, no RNA stage, Adenoviridae, Aviadenovirus	Genome	GCA_001831345.1
UP000151607	Torque teno mini virus ALA22	1535290	3		Viruses, ssDNA viruses, Anelloviridae, Betatorquevirus, unclassified Betatorquevirus	Genome	GCA_000930495.1
UP000203288	Cucumber leaf spot virus	165432	5		Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Tombusviridae, Aureusvirus	Genome	GCA_000868905.1
UP000001251	Streptomyces virus phiBT1	225588	55		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Siphoviridae, Phic31virus	Genome	GCA_000843085.1
UP000203162	Lettuce chlorosis virus	642478	14		Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Closteroviridae, Crinivirus	Genome	GCA_000885635.1
UP000119102	Hepatitis B virus genotype B1 (isolate Japan/Yamagata-2/1998) (HBV-B)	489464	6	HBVB7	Viruses, Retro-transcribing viruses, Hepadnaviridae, Orthohepadnavirus	Genome	
UP000207616	Rosellinia necatrix fusarivirus 1 (Strain: NW10)	1476202	2		Viruses, ssRNA viruses, unclassified ssRNA viruses	Genome	GCA_000922215.1
UP000202653	Asparagus virus 3 (Strain: J)	445435	5		Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Tymovirales, Alphaflexiviridae, Potexvirus	Genome	GCA_000879175.1
UP000204666	Pseudomonas phage vB_PaeS_PM105	1743016	56		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Siphoviridae	Genome	GCA_001470435.1
UP000006653	Aeromonas virus 25	233894	242		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Myoviridae	Genome	GCA_000868205.1
UP000144236	Common moorhen coronavirus HKU21	1159902	9		Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Nidovirales, Coronaviridae, Coronavirinae	Genome	GCA_000896895.1
UP000118161	Sathuvachari virus	1289939	10		Viruses, dsRNA viruses, Reoviridae, Sedoreovirinae, Orbivirus	Genome	
UP000203450	Andrographis yellow vein leaf curl virus	1738045	5		Viruses, ssDNA viruses, Geminiviridae, Begomovirus	Genome	GCA_001441075.1
UP000223336	Salmonella phage STP03	1914788	70		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Siphoviridae, Guernseyvirinae, Jerseyvirus, unclassified Jerseyvirus	Genome	GCA_002615545.1
UP000003749	Streptococcus phage JX01	1225806	70		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Siphoviridae	Genome	GCA_002602645.1
UP000004992	Human adenovirus C serotype 5 (HAdV-5) (Human adenovirus 5)	28285	31	ADE05	Viruses, dsDNA viruses, no RNA stage, Adenoviridae, Mastadenovirus	Genome	
UP000007576	Haloarcula hispanica icosahedral virus 2	1154689	43		Viruses, dsDNA viruses, no RNA stage, Sphaerolipoviridae, Alphasphaerolipovirus	Genome	GCA_000896015.1
UP000241856	Enterobacter phage Ec_L1	2070180	85		Viruses, unclassified bacterial viruses	Genome	GCA_003013875.1
UP000201788	Shayang Fly Virus 1 (Strain: SYY3-1)	1608065	3		Viruses, ssRNA viruses, ssRNA negative-strand viruses, unclassified ssRNA negative-strand viruses	Genome	GCA_001755425.1
UP000109295	Circovirus-like genome DHCV-1	1788450	1		Viruses, ssDNA viruses, Circoviridae, unclassified Circoviridae	Genome	GCA_001684765.1
UP000202965	Wenling crustacean virus 6 (Strain: WLJQ101491)	1923489	2		Viruses, unclassified RNA viruses	Genome	GCA_001960655.1
UP000101246	Human papillomavirus type 118	927771	6		Viruses, dsDNA viruses, no RNA stage, Papillomaviridae, Firstpapillomavirinae, Betapapillomavirus	Genome	GCA_003178635.1
UP000031803	Vibrio phage phi 1	1589297	110		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Podoviridae	Genome	GCA_001505775.1
UP000008892	Erwinia phage vB_EamM-Y2	1051676	90		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Myoviridae	Genome	GCA_000903375.1
UP000247773	Pseudomonas phage PspYZU05	1983556	224		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Myoviridae, Tevenvirinae, unclassified Tevenvirinae	Genome	GCA_003226635.1
UP000202360	Hubei diptera virus 13 (Strain: SCM94998)	1922874	3		Viruses, unclassified RNA viruses	Genome	GCA_001964475.1
UP000030203	Citrobacter phage Moogle	1540094	126		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Myoviridae, Ounavirinae, Mooglevirus	Genome	GCA_002149585.1
UP000241644	Salmonella phage UPF_BP1	1912492	71		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Podoviridae, P22virus	Genome	GCA_002954915.1
UP000203023	Beihai sobemo-like virus 21 (Strain: BHZY58647)	1922693	2		Viruses, unclassified RNA viruses	Genome	GCA_001961515.1
UP000031721	Listeria phage vB_LmoS_188	1591072	60		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Siphoviridae	Genome	GCA_001505735.1
UP000030736	Clostridium phage phiMMP01	1582156	81		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Myoviridae, Cd119virus, unclassified Cd119virus	Genome	GCA_001503775.1
UP000027000	Anabaena phage A-4L	1357732	38		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Podoviridae	Genome	GCA_000923615.1
UP000232735	Canna yellow mottle virus	419782	3		Viruses, Ortervirales, Caulimoviridae, Badnavirus	Genome	GCA_002819365.1
UP000222194	Corynebacterium phage LGCM-V4	1972435	49		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Siphoviridae	Genome	GCA_002622165.1
UP000240252	Faecalibacterium phage FP_Toutatis	2070187	89		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Myoviridae	Genome	GCA_002958115.1
UP000241034	Lactobacillus phage PM411	2079298	91		Viruses, unclassified bacterial viruses	Genome	GCA_003011835.1
UP000202764	Streptomyces phage SF3	1690818	90		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Siphoviridae	Genome	GCA_001503415.1
UP000244837	Salmonella phage vB_SenS_PHB07	2136179	87		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Siphoviridae, Tunavirinae, Tlsvirus, unclassified Tlsvirus	Genome	GCA_003031035.1
UP000201948	Hubei picorna-like virus 44 (Strain: WHYY20621)	1923125	1		Viruses, unclassified RNA viruses	Genome	GCA_001965595.1
UP000002104	Vibrio phage VP5	260827	12		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Podoviridae, Vp5virus	Genome	GCA_000844445.1
UP000201893	Beihai picorna-like virus 1 (Strain: BHZC36988)	1922527	2		Viruses, unclassified RNA viruses	Genome	GCA_001935065.1
UP000250672	Gordonia phage Trine	2201431	66		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Siphoviridae	Genome	GCA_003308155.1
UP000014228	Mycobacterium phage BTCU-1	1262532	73		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Siphoviridae, L5virus, unclassified L5virus	Genome	GCA_000907755.1
UP000009147	Staphylococcus phage SMSAP5	1168612	42		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Siphoviridae, Triavirus, unclassified Triavirus	Genome	GCA_000900875.1
UP000018885	Achromobacter phage JWAlpha	1416009	91		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Podoviridae	Genome	GCA_000914775.1
UP000001587	Lactococcus phage Tuc2009 (Lactococcus lactis bacteriophage Tuc2009)	35241	56	BPTU2	Viruses, dsDNA viruses, no RNA stage, Caudovirales, Siphoviridae	Genome	GCA_000838985.1
UP000250990	Microbacterium phage Percival	2201439	74		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Siphoviridae	Genome	GCA_003307955.1
UP000223242	Streptomyces phage Mojorita	1920309	56		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Siphoviridae	Genome	GCA_002617125.1
UP000202531	Spodoptera litura nucleopolyhedrovirus II	566270	147		Viruses, dsDNA viruses, no RNA stage, Baculoviridae, Alphabaculovirus, unclassified Alphabaculovirus	Genome	GCA_000881875.1
UP000008730	Acinetobacter phage Acj61	760732	241		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Myoviridae, Tevenvirinae, unclassified Tevenvirinae	Genome	GCA_000887755.1
UP000013560	Staphylococcus phage phi7401PVL	1165702	44		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Siphoviridae, Triavirus, unclassified Triavirus	Genome	GCA_000906595.1
UP000204562	Sanxia tombus-like virus 6 (Strain: SXSSP2574)	1923390	2		Viruses, unclassified RNA viruses	Genome	GCA_001959475.1
