Proteome ID	Organism	Organism ID	Protein count	Taxon mnemonic	Taxonomic lineage	proteome-components	genome assembly id
UP000054196	Punctularia strigosozonata (strain HHB-11173) (White-rot fungus) (Strain: HHB-11173 SS5)	741275	2093	PUNST	Eukaryota, Fungi, Dikarya, Basidiomycota, Agaricomycotina, Agaricomycetes, Corticiales, Punctulariaceae, Punctularia	Unassembled WGS sequence	GCA_000264995.1
UP000095751	Fragilariopsis cylindrus CCMP1102 (Strain: CCMP1102)	635003	18075		Eukaryota, Stramenopiles, Bacillariophyta, Bacillariophyceae, Bacillariophycidae, Bacillariales, Bacillariaceae, Fragilariopsis	Unassembled WGS sequence	GCA_001750085.1
UP000030754	Eimeria necatrix (Strain: Houghton)	51315	8608		Eukaryota, Alveolata, Apicomplexa, Conoidasida, Coccidia, Eucoccidiorida, Eimeriorina, Eimeriidae, Eimeria	Unassembled WGS sequence	GCA_000499385.1
UP000008837	Malassezia globosa (strain ATCC MYA-4612 / CBS 7966) (Dandruff-associated fungus) (Strain: ATCC MYA-4612 / CBS 7966)	425265	4274	MALGO	Eukaryota, Fungi, Dikarya, Basidiomycota, Ustilaginomycotina, Malasseziomycetes, Malasseziales, Malasseziaceae, Malassezia	Unassembled WGS sequence	GCA_000181695.1
UP000002499	Metarhizium acridum (strain CQMa 102) (Strain: CQMa 102)	655827	9830	METAQ	Eukaryota, Fungi, Dikarya, Ascomycota, Pezizomycotina, Sordariomycetes, Hypocreomycetidae, Hypocreales, Clavicipitaceae, Metarhizium	Unassembled WGS sequence	GCA_000187405.1
UP000002498	Metarhizium robertsii (strain ARSEF 23 / ATCC MYA-3075) (Metarhizium anisopliae (strain ARSEF 23)) (Strain: ARSEF 23 / ATCC MYA-3075)	655844	11684	METRA	Eukaryota, Fungi, Dikarya, Ascomycota, Pezizomycotina, Sordariomycetes, Hypocreomycetidae, Hypocreales, Clavicipitaceae, Metarhizium	Unassembled WGS sequence	GCA_000187425.2
UP000011116	Hordeum vulgare subsp. vulgare (Domesticated barley) (Strain: cv. Morex)	112509	189799	HORVV	Eukaryota, Viridiplantae, Streptophyta, Embryophyta, Tracheophyta, Spermatophyta, Magnoliophyta, Liliopsida, Poales, Poaceae, BOP clade, Pooideae, Triticodae, Triticeae, Hordeinae, Hordeum	Unassembled WGS sequence	
UP000078540	Atta colombica	520822	14143		Eukaryota, Metazoa, Ecdysozoa, Arthropoda, Hexapoda, Insecta, Pterygota, Neoptera, Holometabola, Hymenoptera, Apocrita, Aculeata, Formicoidea, Formicidae, Myrmicinae, Atta	Unassembled WGS sequence	GCA_001594045.1
UP000194127	Postia placenta MAD-698-R-SB12 (Strain: MAD-698-R-SB12)	670580	12517		Eukaryota, Fungi, Dikarya, Basidiomycota, Agaricomycotina, Agaricomycetes, Polyporales, Dacryobolaceae, Postia	Unassembled WGS sequence	GCA_002117355.1
UP000015530	Colletotrichum gloeosporioides (strain Cg-14) (Anthracnose fungus) (Glomerella cingulata) (Strain: Cg-14)	1237896	16388	COLGC	Eukaryota, Fungi, Dikarya, Ascomycota, Pezizomycotina, Sordariomycetes, Hypocreomycetidae, Glomerellales, Glomerellaceae, Colletotrichum	Unassembled WGS sequence	GCA_000446055.1
UP000094527	Orchesella cincta (Springtail)	48709	20218	ORCCI	Eukaryota, Metazoa, Ecdysozoa, Arthropoda, Hexapoda, Collembola, Entomobryomorpha, Entomobryoidea, Entomobryidae, Orchesellinae, Orchesella	Unassembled WGS sequence	GCA_001718145.1
UP000030711	Eucalyptus grandis (Flooded gum) (Strain: cv. BRASUZ1)	71139	44150	EUCGR	Eukaryota, Viridiplantae, Streptophyta, Embryophyta, Tracheophyta, Spermatophyta, Magnoliophyta, eudicotyledons, Gunneridae, Pentapetalae, rosids, malvids, Myrtales, Myrtaceae, Myrtoideae, Eucalypteae, Eucalyptus	Unassembled WGS sequence	GCA_000612305.1
UP000054565	Coccidioides immitis RMSCC 2394 (Strain: RMSCC 2394)	404692	10406		Eukaryota, Fungi, Dikarya, Ascomycota, Pezizomycotina, Eurotiomycetes, Eurotiomycetidae, Onygenales, Onygenales incertae sedis, Coccidioides	Unassembled WGS sequence	GCA_000149895.1
UP000054248	Tulasnella calospora MUT 4182 (Strain: MUT 4182)	1051891	19357		Eukaryota, Fungi, Dikarya, Basidiomycota, Agaricomycotina, Agaricomycetes, Cantharellales, Tulasnellaceae, Tulasnella	Unassembled WGS sequence	GCA_000827465.1
UP000245783	Ceraceosorus guamensis (Strain: MCA 4658)	1522189	7822		Eukaryota, Fungi, Dikarya, Basidiomycota, Ustilaginomycotina, Exobasidiomycetes, Ceraceosorales, Ceraceosoraceae, Ceraceosorus	Unassembled WGS sequence	GCA_003144195.1
UP000054383	Talaromyces islandicus (Penicillium islandicum)	28573	9927	TALIS	Eukaryota, Fungi, Dikarya, Ascomycota, Pezizomycotina, Eurotiomycetes, Eurotiomycetidae, Eurotiales, Trichocomaceae, Talaromyces	Unassembled WGS sequence	GCA_000985935.1
UP000052976	Corvus brachyrhynchos (American crow)	85066	13621	CORBR	Eukaryota, Metazoa, Chordata, Craniata, Vertebrata, Euteleostomi, Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Passeriformes, Corvoidea, Corvidae, Corvus	Unassembled WGS sequence	GCA_000691975.1
UP000019376	Penicillium oxalicum (strain 114-2 / CGMCC 5302) (Penicillium decumbens) (Strain: 114-2 / CGMCC 5302)	933388	9977	PENO1	Eukaryota, Fungi, Dikarya, Ascomycota, Pezizomycotina, Eurotiomycetes, Eurotiomycetidae, Eurotiales, Aspergillaceae, Penicillium	Unassembled WGS sequence	GCA_000346795.1
UP000054232	Eurypyga helias (Sunbittern)	54383	7979	EURHL	Eukaryota, Metazoa, Chordata, Craniata, Vertebrata, Euteleostomi, Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Gruiformes, Eurypygidae, Eurypyga	Unassembled WGS sequence	GCA_000690775.1
UP000075230	Aspergillus luchuensis (Strain: RIB 2604)	1069201	12920		Eukaryota, Fungi, Dikarya, Ascomycota, Pezizomycotina, Eurotiomycetes, Eurotiomycetidae, Eurotiales, Aspergillaceae, Aspergillus	Unassembled WGS sequence	GCA_001602395.1
UP000037510	Operophtera brumata (winter moth)	104452	16814		Eukaryota, Metazoa, Ecdysozoa, Arthropoda, Hexapoda, Insecta, Pterygota, Neoptera, Holometabola, Lepidoptera, Glossata, Ditrysia, Geometroidea, Geometridae, Larentiinae, Operophtera	Unassembled WGS sequence	GCA_001266575.1
UP000053238	Phalacrocorax carbo (Great cormorant) (Pelecanus carbo)	9209	8990	PHACA	Eukaryota, Metazoa, Chordata, Craniata, Vertebrata, Euteleostomi, Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Pelecaniformes, Phalacrocoracidae, Phalacrocorax	Unassembled WGS sequence	GCA_000708925.1
UP000053097	Ooceraea biroi (Clonal raider ant) (Cerapachys biroi)	2015173	16497	OOCBI	Eukaryota, Metazoa, Ecdysozoa, Arthropoda, Hexapoda, Insecta, Pterygota, Neoptera, Holometabola, Hymenoptera, Apocrita, Aculeata, Formicoidea, Formicidae, Dorylinae, Ooceraea	Unassembled WGS sequence	GCA_000611835.1
UP000029320	Pseudogymnoascus sp. VKM F-3557 (Strain: VKM F-3557)	1437433	9480		Eukaryota, Fungi, Dikarya, Ascomycota, Pezizomycotina, Leotiomycetes, Leotiomycetes incertae sedis, Pseudeurotiaceae, Pseudogymnoascus	Unassembled WGS sequence	GCA_000750665.1
UP000029284	Pseudogymnoascus sp. VKM F-4518 (FW-2643) (Strain: VKM F-4518 (FW-2643))	1420913	11618		Eukaryota, Fungi, Dikarya, Ascomycota, Pezizomycotina, Leotiomycetes, Leotiomycetes incertae sedis, Pseudeurotiaceae, Pseudogymnoascus	Unassembled WGS sequence	GCA_000750925.1
UP000019763	Gregarina niphandrodes (Septate eugregarine)	110365	6341	GRENI	Eukaryota, Alveolata, Apicomplexa, Conoidasida, Gregarinasina, Eugregarinorida, Gregarinidae, Gregarina	Unassembled WGS sequence	GCA_000223845.4
UP000030854	Uncinula necator (Grape powdery mildew) (Strain: c)	52586	6482	UNCNE	Eukaryota, Fungi, Dikarya, Ascomycota, Pezizomycotina, Leotiomycetes, Erysiphales, Erysiphaceae, Erysiphe	Unassembled WGS sequence	GCA_000798715.1
UP000075883	Anopheles culicifacies (Strain: A-37)	139723	14315		Eukaryota, Metazoa, Ecdysozoa, Arthropoda, Hexapoda, Insecta, Pterygota, Neoptera, Holometabola, Diptera, Nematocera, Culicoidea, Culicidae, Anophelinae, Anopheles, culicifacies species complex	Unassembled WGS sequence	GCA_000473375.1
UP000046392	Strongyloides papillosus (Intestinal threadworm)	174720	18232	STREA	Eukaryota, Metazoa, Ecdysozoa, Nematoda, Chromadorea, Rhabditida, Tylenchina, Panagrolaimomorpha, Strongyloidoidea, Strongyloididae, Strongyloides	Genome Assembly	GCA_000936265.1
UP000193922	Linderina pennispora (Strain: ATCC 12442)	61395	9274		Eukaryota, Fungi, Fungi incertae sedis, Zoopagomycota, Kickxellomycotina, Kickxellomycetes, Kickxellales, Kickxellaceae, Linderina	Unassembled WGS sequence	GCA_002104995.1
UP000077115	Batrachochytrium dendrobatidis JEL423 (Strain: JEL423)	403673	9531		Eukaryota, Fungi, Fungi incertae sedis, Chytridiomycota, Chytridiomycetes, Rhizophydiales, Rhizophydiales incertae sedis, Batrachochytrium	Unassembled WGS sequence	GCA_000149865.1
UP000001996	Lodderomyces elongisporus (strain ATCC 11503 / CBS 2605 / JCM 1781 / NBRC 1676 / NRRL YB-4239) (Yeast) (Saccharomyces elongisporus) (Strain: ATCC 11503 / CBS 2605 / JCM 1781 / NBRC 1676 / NRRL YB-4239)	379508	5779	LODEL	Eukaryota, Fungi, Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Debaryomycetaceae, Candida/Lodderomyces clade, Lodderomyces	Unassembled WGS sequence	GCA_000149685.1
UP000001744	Schizosaccharomyces japonicus (strain yFS275 / FY16936) (Fission yeast) (Strain: yFS275 / FY16936)	402676	4852	SCHJY	Eukaryota, Fungi, Dikarya, Ascomycota, Taphrinomycotina, Schizosaccharomycetes, Schizosaccharomycetales, Schizosaccharomycetaceae, Schizosaccharomyces	Unassembled WGS sequence	GCA_000149845.2
UP000187209	Stentor coeruleus	5963	30969		Eukaryota, Alveolata, Ciliophora, Postciliodesmatophora, Heterotrichea, Heterotrichida, Stentoridae, Stentor	Unassembled WGS sequence	GCA_001970955.1
UP000053263	Plicaturopsis crispa FD-325 SS-3 (Strain: FD-325 SS-3)	944288	2710		Eukaryota, Fungi, Dikarya, Basidiomycota, Agaricomycotina, Agaricomycetes, Agaricomycetidae, Amylocorticiales, Amylocorticiaceae, Plicaturopsis	Unassembled WGS sequence	GCA_000827205.1
UP000050790	Schistosoma margrebowiei	48269	26083		Eukaryota, Metazoa, Platyhelminthes, Trematoda, Digenea, Strigeidida, Schistosomatoidea, Schistosomatidae, Schistosoma	Genome assembly	GCA_000951435.1
UP000054379	Haliaeetus albicilla (White-tailed sea-eagle)	8969	8357	HALAL	Eukaryota, Metazoa, Chordata, Craniata, Vertebrata, Euteleostomi, Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Falconiformes, Accipitridae, Accipitrinae, Haliaeetus	Unassembled WGS sequence	GCA_000691405.1
UP000028999	Brassica napus (Rape) (Strain: cv. Darmor-bzh)	3708	60180	BRANA	Eukaryota, Viridiplantae, Streptophyta, Embryophyta, Tracheophyta, Spermatophyta, Magnoliophyta, eudicotyledons, Gunneridae, Pentapetalae, rosids, malvids, Brassicales, Brassicaceae, Brassiceae, Brassica	Unassembled WGS sequence	GCA_000751015.1
UP000077448	Onchocerca ochengi (Filarial nematode worm)	42157	13360	ONCOC	Eukaryota, Metazoa, Ecdysozoa, Nematoda, Chromadorea, Rhabditida, Spirurina, Spiruromorpha, Filarioidea, Onchocercidae, Onchocerca	Unassembled WGS sequence	
UP000005408	Crassostrea gigas (Pacific oyster) (Crassostrea angulata) (Strain: 05x7-T-G4-1.051#20)	29159	25982	CRAGI	Eukaryota, Metazoa, Lophotrochozoa, Mollusca, Bivalvia, Pteriomorphia, Ostreoida, Ostreoidea, Ostreidae, Crassostrea	Unassembled WGS sequence	GCA_000297895.1
UP000054032	Bipolaris oryzae ATCC 44560 (Strain: ATCC 44560)	930090	12000		Eukaryota, Fungi, Dikarya, Ascomycota, Pezizomycotina, Dothideomycetes, Pleosporomycetidae, Pleosporales, Pleosporineae, Pleosporaceae, Bipolaris	Unassembled WGS sequence	GCA_000523455.1
UP000226031	Emmonsia crescens (Strain: UAMH4076)	73230	8899		Eukaryota, Fungi, Dikarya, Ascomycota, Pezizomycotina, Eurotiomycetes, Eurotiomycetidae, Onygenales, Ajellomycetaceae, Emmonsia	Unassembled WGS sequence	GCA_002572855.1
UP000237504	Nephila clavipes (Golden silk orbweaver)	6915	22723	NEPCL	Eukaryota, Metazoa, Ecdysozoa, Arthropoda, Chelicerata, Arachnida, Araneae, Araneomorphae, Entelegynae, Araneoidea, Araneidae, Nephila	Unassembled WGS sequence	GCA_002102615.1
UP000077266	Exidia glandulosa HHB12029 (Strain: HHB12029)	1314781	26313		Eukaryota, Fungi, Dikarya, Basidiomycota, Agaricomycotina, Agaricomycetes, Auriculariales, Exidiaceae, Exidia	Unassembled WGS sequence	GCA_001632375.1
UP000196158	Kazachstania saulgeensis	1789683	5290		Eukaryota, Fungi, Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Saccharomycetaceae, Kazachstania	Unassembled WGS sequence	GCA_900180425.1
UP000027470	Hammondia hammondi (Parasitic protozoan) (Strain: H.H.34)	99158	8003	HAMHA	Eukaryota, Alveolata, Apicomplexa, Conoidasida, Coccidia, Eucoccidiorida, Eimeriorina, Sarcocystidae, Hammondia	Unassembled WGS sequence	GCA_000258005.2
UP000001555	Ixodes scapularis (Black-legged tick) (Deer tick) (Strain: Wikel)	6945	20473	IXOSC	Eukaryota, Metazoa, Ecdysozoa, Arthropoda, Chelicerata, Arachnida, Acari, Parasitiformes, Ixodida, Ixodoidea, Ixodidae, Ixodinae, Ixodes	Unassembled WGS sequence	GCA_000208615.1
UP000017836	Amborella trichopoda	13333	27371	AMBTC	Eukaryota, Viridiplantae, Streptophyta, Embryophyta, Tracheophyta, Spermatophyta, Magnoliophyta, basal Magnoliophyta, Amborellales, Amborellaceae, Amborella	Unassembled WGS sequence; Chloroplast	GCA_000471905.1
UP000001646	Anolis carolinensis (Green anole) (American chameleon) (Strain: JBL SC #1)	28377	19108	ANOCA	Eukaryota, Metazoa, Chordata, Craniata, Vertebrata, Euteleostomi, Lepidosauria, Squamata, Bifurcata, Unidentata, Episquamata, Toxicofera, Iguania, Dactyloidae, Anolis	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Linkage group LGa; Linkage group LGb; Linkage group LGc; Linkage group LGd; Linkage group LGf; Linkage group LGg; Linkage group LGh; Unplaced; Mitochondrion	GCA_000090745.1
UP000016665	Ficedula albicollis (Collared flycatcher) (Muscicapa albicollis)	59894	15922	FICAL	Eukaryota, Metazoa, Chordata, Craniata, Vertebrata, Euteleostomi, Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Passeriformes, Muscicapidae, Ficedula	Mitochondrion; Unplaced	GCA_000247815.1
UP000053661	Tauraco erythrolophus (Red-crested turaco)	121530	10099	TAUER	Eukaryota, Metazoa, Chordata, Craniata, Vertebrata, Euteleostomi, Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Musophagiformes, Musophagidae, Tauraco	Unassembled WGS sequence	GCA_000709365.1
UP000095605	Hanseniaspora opuntiae (Strain: AWRI3578)	211096	4166		Eukaryota, Fungi, Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Saccharomycodaceae, Hanseniaspora	Unassembled WGS sequence	GCA_001749795.1
UP000094455	Pichia membranifaciens NRRL Y-2026 (Strain: NRRL Y-2026)	763406	5536		Eukaryota, Fungi, Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Pichiaceae, Pichia	Unassembled WGS sequence	GCA_001661235.1
UP000195826	Piromyces sp. (strain E2) (Strain: E2)	73868	14606	PIRSE	Eukaryota, Fungi, Fungi incertae sedis, Chytridiomycota, Neocallimastigomycetes, Neocallimastigales, Neocallimastigaceae, Piromyces	Unassembled WGS sequence	GCA_002157105.1
UP000006077	Oxytricha trifallax (Strain: SB310)	1172189	23559		Eukaryota, Alveolata, Ciliophora, Intramacronucleata, Spirotrichea, Stichotrichia, Sporadotrichida, Oxytrichidae, Oxytrichinae, Oxytricha	Unassembled WGS sequence	GCA_000295675.1
UP000187203	Corchorus olitorius (Strain: cv. O-4)	93759	35489		Eukaryota, Viridiplantae, Streptophyta, Embryophyta, Tracheophyta, Spermatophyta, Magnoliophyta, eudicotyledons, Gunneridae, Pentapetalae, rosids, malvids, Malvales, Malvaceae, Grewioideae, Apeibeae, Corchorus	Unassembled WGS sequence	GCA_001974825.1
UP000000598	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica) (Strain: ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37)	284590	5071	KLULA	Eukaryota, Fungi, Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Saccharomycetaceae, Kluyveromyces	Chromosome A; Chromosome B; Chromosome C; Chromosome D; Chromosome E; Chromosome F; Mitochondrion; Plasmid pGKL1; Plasmid pGKL2	GCA_000002515.1
UP000006790	Eremothecium cymbalariae (strain CBS 270.75 / DBVPG 7215 / KCTC 17166 / NRRL Y-17582) (Yeast) (Strain: CBS 270.75 / DBVPG 7215 / KCTC 17166 / NRRL Y-17582)	931890	4429	ERECY	Eukaryota, Fungi, Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Saccharomycetaceae, Eremothecium	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 8	GCA_000235365.1
UP000002037	Candida tropicalis (strain ATCC MYA-3404 / T1) (Yeast) (Strain: ATCC MYA-3404 / T1)	294747	6226	CANTT	Eukaryota, Fungi, Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Debaryomycetaceae, Candida/Lodderomyces clade, Candida	Unassembled WGS sequence	GCA_000006335.3
UP000008784	Arthrobotrys oligospora (strain ATCC 24927 / CBS 115.81 / DSM 1491) (Nematode-trapping fungus) (Didymozoophaga oligospora) (Strain: ATCC 24927 / CBS 115.81 / DSM 1491)	756982	11478	ARTOA	Eukaryota, Fungi, Dikarya, Ascomycota, Pezizomycotina, Orbiliomycetes, Orbiliales, Orbiliaceae, Arthrobotrys	Unassembled WGS sequence	GCA_000225545.1
UP000008066	Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) (Strain: DSM 1495 / CBS 144.50 / IMI 039719)	759272	7183	CHATD	Eukaryota, Fungi, Dikarya, Ascomycota, Pezizomycotina, Sordariomycetes, Sordariomycetidae, Sordariales, Chaetomiaceae, Chaetomium	Unassembled WGS sequence; Mitochondrion	GCA_000221225.1
UP000007151	Danaus plexippus plexippus	278856	15140		Eukaryota, Metazoa, Ecdysozoa, Arthropoda, Hexapoda, Insecta, Pterygota, Neoptera, Holometabola, Lepidoptera, Glossata, Ditrysia, Papilionoidea, Nymphalidae, Danainae, Danaini, Danaina, Danaus, Danaus	Unassembled WGS sequence	GCA_000235995.2
UP000075902	Anopheles melas (Strain: CM1001059)	34690	15197		Eukaryota, Metazoa, Ecdysozoa, Arthropoda, Hexapoda, Insecta, Pterygota, Neoptera, Holometabola, Diptera, Nematocera, Culicoidea, Culicidae, Anophelinae, Anopheles	Unassembled WGS sequence	GCA_000473525.2
UP000054217	Pisolithus tinctorius Marx 270 (Strain: Marx 270)	870435	22409		Eukaryota, Fungi, Dikarya, Basidiomycota, Agaricomycotina, Agaricomycetes, Agaricomycetidae, Boletales, Sclerodermatineae, Pisolithaceae, Pisolithus	Unassembled WGS sequence	GCA_000827335.1
UP000001073	Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys)	61853	40414	NOMLE	Eukaryota, Metazoa, Chordata, Craniata, Vertebrata, Euteleostomi, Mammalia, Eutheria, Euarchontoglires, Primates, Haplorrhini, Catarrhini, Hylobatidae, Nomascus	Chromosome 1a; Chromosome 5; Chromosome 19; Chromosome 18; Chromosome 6; Chromosome 14; Chromosome 8; Chromosome 4; Chromosome 21; Chromosome 9; Chromosome 25; Chromosome 13; Chromosome 17; Chromosome 24; Chromosome 3; Chromosome 12; Chromosome 20; Chromosome 7b; Chromosome 15; Chromosome X; Chromosome 10; Chromosome 23; Chromosome 11; Chromosome 22a; Chromosome 2; Chromosome 16; Unplaced; Mitochondrion	GCA_000146795.3
UP000000305	Daphnia pulex (Water flea)	6669	30137	DAPPU	Eukaryota, Metazoa, Ecdysozoa, Arthropoda, Crustacea, Branchiopoda, Diplostraca, Cladocera, Anomopoda, Daphniidae, Daphnia	Unassembled WGS sequence	GCA_000187875.1
UP000002296	Trypanosoma cruzi (strain CL Brener) (Strain: CL Brener)	353153	19242	TRYCC	Eukaryota, Euglenozoa, Kinetoplastida, Trypanosomatidae, Trypanosoma, Schizotrypanum	Unassembled WGS sequence	GCA_000209065.1
UP000002311	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast) (Strain: ATCC 204508 / S288c)	559292	6049	YEAST	Eukaryota, Fungi, Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Saccharomycetaceae, Saccharomyces	Chromosome I; Chromosome II; Chromosome III; Chromosome IV; Chromosome V; Chromosome VI; Chromosome VII; Chromosome VIII; Chromosome IX; Chromosome X; Chromosome XI; Chromosome XII; Chromosome XIII; Chromosome XIV; Chromosome XV; Chromosome XVI; Plasmid 2-micron; Mitochondrion	GCA_000146045.2
UP000222542	Capsicum annuum (Bell pepper) (Strain: cv. CM334)	4072	35548	CAPAN	Eukaryota, Viridiplantae, Streptophyta, Embryophyta, Tracheophyta, Spermatophyta, Magnoliophyta, eudicotyledons, Gunneridae, Pentapetalae, asterids, lamiids, Solanales, Solanaceae, Solanoideae, Capsiceae, Capsicum	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 8; Chromosome 9; Chromosome 10; Chromosome 11; Chromosome 12; Unassembled WGS sequence	GCA_000512255.2
UP000001038	Oryzias latipes (Japanese rice fish) (Japanese killifish) (Strain: Hd-rR)	8090	36137	ORYLA	Eukaryota, Metazoa, Chordata, Craniata, Vertebrata, Euteleostomi, Actinopterygii, Neopterygii, Teleostei, Neoteleostei, Acanthomorphata, Ovalentaria, Atherinomorphae, Beloniformes, Adrianichthyidae, Oryziinae, Oryzias	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 8; Chromosome 9; Chromosome 10; Chromosome 11; Chromosome 12; Chromosome 13; Chromosome 14; Chromosome 15; Chromosome 16; Chromosome 17; Chromosome 18; Chromosome 19; Chromosome 20; Chromosome 21; Chromosome 22; Chromosome 23; Chromosome 24; Mitochondrion; Unplaced	GCA_002234675.1
UP000078237	Madurella mycetomatis (Strain: mm55)	100816	9733		Eukaryota, Fungi, Dikarya, Ascomycota, Pezizomycotina, Sordariomycetes, Sordariomycetidae, Sordariales, Sordariales incertae sedis, Madurella	Unassembled WGS sequence	GCA_001275765.2
UP000013521	Botryosphaeria parva (strain UCR-NP2) (Grapevine canker fungus) (Neofusicoccum parvum) (Strain: UCR-NP2)	1287680	10365	BOTPV	Eukaryota, Fungi, Dikarya, Ascomycota, Pezizomycotina, Dothideomycetes, Dothideomycetes incertae sedis, Botryosphaeriales, Botryosphaeriaceae, Neofusicoccum	Unassembled WGS sequence	GCA_000385595.1
UP000215335	Trichomalopsis sarcophagae (Strain: Alberta)	543379	16064		Eukaryota, Metazoa, Ecdysozoa, Arthropoda, Hexapoda, Insecta, Pterygota, Neoptera, Holometabola, Hymenoptera, Apocrita, Parasitoida, Chalcidoidea, Pteromalidae, Pteromalinae, Trichomalopsis	Unassembled WGS sequence	GCA_002249905.1
UP000007115	Hypocrea virens (strain Gv29-8 / FGSC 10586) (Gliocladium virens) (Trichoderma virens) (Strain: Gv29-8 / FGSC 10586)	413071	12389	HYPVG	Eukaryota, Fungi, Dikarya, Ascomycota, Pezizomycotina, Sordariomycetes, Hypocreomycetidae, Hypocreales, Hypocreaceae, Trichoderma	Unassembled WGS sequence	GCA_000170995.2
UP000016923	Ophiostoma piceae (strain UAMH 11346) (Sap stain fungus) (Strain: UAMH 11346)	1262450	8878	OPHP1	Eukaryota, Fungi, Dikarya, Ascomycota, Pezizomycotina, Sordariomycetes, Sordariomycetidae, Ophiostomatales, Ophiostomataceae, Ophiostoma	Unassembled WGS sequence	GCA_000410735.1
UP000051952	Bodo saltans (Flagellated protozoan) (Strain: Lake Konstanz)	75058	18124	BODSA	Eukaryota, Euglenozoa, Kinetoplastida, Bodonidae, Bodo	Unassembled WGS sequence	GCA_001460835.1
UP000052967	Merops nubicus (Northern carmine bee-eater)	57421	7657	MERNU	Eukaryota, Metazoa, Chordata, Craniata, Vertebrata, Euteleostomi, Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Coraciiformes, Meropidae, Merops	Unassembled WGS sequence	GCA_000691845.1
UP000030744	Eimeria mitis (Strain: Houghton)	44415	10057		Eukaryota, Alveolata, Apicomplexa, Conoidasida, Coccidia, Eucoccidiorida, Eimeriorina, Eimeriidae, Eimeria	Unassembled WGS sequence	GCA_000499745.1
UP000054047	Ancylostoma duodenale (Strain: Zhejiang)	51022	27403		Eukaryota, Metazoa, Ecdysozoa, Nematoda, Chromadorea, Rhabditida, Rhabditina, Rhabditomorpha, Strongyloidea, Ancylostomatidae, Ancylostomatinae, Ancylostoma	Unassembled WGS sequence	GCA_000816745.1
UP000008142	Ajellomyces capsulatus (strain H88) (Darling's disease fungus) (Histoplasma capsulatum) (Strain: H88)	544711	9445	AJEC8	Eukaryota, Fungi, Dikarya, Ascomycota, Pezizomycotina, Eurotiomycetes, Eurotiomycetidae, Onygenales, Ajellomycetaceae, Histoplasma	Unassembled WGS sequence	GCA_000151005.2
UP000008782	Colletotrichum graminicola (strain M1.001 / M2 / FGSC 10212) (Maize anthracnose fungus) (Glomerella graminicola) (Strain: M1.001 / M2 / FGSC 10212)	645133	12019	COLGM	Eukaryota, Fungi, Dikarya, Ascomycota, Pezizomycotina, Sordariomycetes, Hypocreomycetidae, Glomerellales, Glomerellaceae, Colletotrichum	Mitochondrion; Unassembled WGS sequence	GCA_000149035.1
UP000007819	Acyrthosiphon pisum (Pea aphid) (Strain: LSR1)	7029	35819	ACYPI	Eukaryota, Metazoa, Ecdysozoa, Arthropoda, Hexapoda, Insecta, Pterygota, Neoptera, Paraneoptera, Hemiptera, Sternorrhyncha, Aphidomorpha, Aphidoidea, Aphididae, Macrosiphini, Acyrthosiphon	Unassembled WGS sequence	GCA_000142985.2
